Q,A
다음이 사장님 차례인데,미안해 미안해
미안해 미안해,사장님 
미안해서,뭐가?
뭐가?,"하필이면, 크리스마스때 쓰러진거. 내가 앞으로 죽어도 크리스마스에는 안쓰러질테니까 우리 크리스마스 너무 미워하지말자, 응?"
"하필이면, 크리스마스때 쓰러진거. 내가 앞으로 죽어도 크리스마스에는 안쓰러질테니까 우리 크리스마스 너무 미워하지말자, 응?",당신 그 약속 못지키면 내 손에 죽을줄 알어. 알았지?
당신 그 약속 못지키면 내 손에 죽을줄 알어. 알았지?,"사람 참, 그래! 내가 당신 무서워서라도 정신 바짝 차릴테니까 걱정하지마. 춥겠다, 들어가자. 신발도 거꾸로 신고"
띠로리. 뭐지? 내가 다 부끄러워지는 이 상황은. 저거 정채연이 거절한 커피인 거 알면 저 쌤 오늘 밤 이불킥 좀 하겠는데?,"조용히 해라, 니."
먼저 가시라니까 ,"뭐 어때, 그냥 속옷도 아니고 임부용 속옷인데. 영자씨 95맞지? 95주세요"
"뭐 어때, 그냥 속옷도 아니고 임부용 속옷인데. 영자씨 95맞지? 95주세요",그래도 저쪽에 좀 가 계세요. 다른 사람들도 있고
그래도 저쪽에 좀 가 계세요. 다른 사람들도 있고,알았어
알았어,"95말고 100있죠 100, 아뇨아뇨 105로 주세요 105"
"95말고 100있죠 100, 아뇨아뇨 105로 주세요 105",영자씨! 이것 좀 봐 응가랑 쉬하면 소리도 난데 살까?
영자씨! 이것 좀 봐 응가랑 쉬하면 소리도 난데 살까?,그거 두돌은 지나야 쓸 수 있는 거거든요
그거 두돌은 지나야 쓸 수 있는 거거든요,"그런가, 오 이 젖병 소독기 엄청 편하겠다. 세일도 많이 하는데, 살까?"
"그런가, 오 이 젖병 소독기 엄청 편하겠다. 세일도 많이 하는데, 살까?",접때 샀잖아요. 벌써 까먹었어요?
접때 샀잖아요. 벌써 까먹었어요?,오 영자씨 이 유모차 죽이는데?
오 영자씨 이 유모차 죽이는데?,됐어요. 혜진이꺼 물려 받기로 했는데요 뭘
됐어요. 혜진이꺼 물려 받기로 했는데요 뭘,"다안된대 다. 우리 꿀벌이 이거 태우고 나가면 소름끼치게 폼날텐데. 와 핸들링 죽이네, 오"
오빠도 웃기재. 참나 내가 뭐 즈그 알라밸라 아닙니까. 저 살다 살다 내가 별 소릴 다 들어본다 진짜. 돈만 버렸다 돈만 버렸어.,사람 일이 뭐 있나. 니 아직 젊다 아이가.
사람 일이 뭐 있나. 니 아직 젊다 아이가.,예? 진짜 오빠 미쳤는가보다 진짜. 내가 지금 오빠 나이가 40대 중반이다 중반. 뭐 혹시 모르지. 어? 어디서 한 놈이 똑 하고 떨어지면 몰라도. 맞지 선우야?
예? 진짜 오빠 미쳤는가보다 진짜. 내가 지금 오빠 나이가 40대 중반이다 중반. 뭐 혹시 모르지. 어? 어디서 한 놈이 똑 하고 떨어지면 몰라도. 맞지 선우야?,어? 뭐 뭐가?
어? 뭐 뭐가?,안녕하세요. 새해 복 많이 받으세요 아줌마. 진주 안녕.
안녕하세요. 새해 복 많이 받으세요 아줌마. 진주 안녕.,밥 먹어. 너 또 밤 샜지?
밥 먹어. 너 또 밤 샜지?,괜찮아.
괜찮아.,이제 큰 대회 다 끝났냐?
이제 큰 대회 다 끝났냐?,응.
응.,아 대회 좀 그만 잡으라 그래.
아 대회 좀 그만 잡으라 그래.,이제 최고위 끝났으니까 괜찮아. 오늘 내일은 좀 쉬려고.
이제 최고위 끝났으니까 괜찮아. 오늘 내일은 좀 쉬려고.,이거 어떻게 먹어.
이거 어떻게 먹어.,야 먹어 임마. 아.
목숨걸고 공부하는 학생들 가르치려면 내 인생부터 걸어야 강사자격이 있는겁니다 노그래씨 ,저 인생 걸었거든요? 제 모든걸 걸고 열심히 하고 있어요 
저 인생 걸었거든요? 제 모든걸 걸고 열심히 하고 있어요 ,모든걸 걸어요? 마음은 콩밭에 가있는 사람이?
모든걸 걸어요? 마음은 콩밭에 가있는 사람이?,아니 오늘 왜 자꾸 콩밭타령하세요?
아니 오늘 왜 자꾸 콩밭타령하세요?,몰라서 물어요? 노그래씨 지금 연애하잖아요 주제에 지금 연애할 때입니 까? 
몰라서 물어요? 노그래씨 지금 연애하잖아요 주제에 지금 연애할 때입니 까? ,뭔소리야? 박교수 연애해?
뭔소리야? 박교수 연애해?,아니요
아니요,그래요 얘 모태솔로나 다름없는 애에요
그래요 얘 모태솔로나 다름없는 애에요,그 쪽도 모르나본데 노그래씨 쓰러진 날 그날 밤에 남친이랑 술마시고 있었습니다 제가 직접 남친이랑 전화통화도 했다구요 
그 쪽도 모르나본데 노그래씨 쓰러진 날 그날 밤에 남친이랑 술마시고 있었습니다 제가 직접 남친이랑 전화통화도 했다구요 ,그게 무슨 소리에요 하 진짜 어? 아 남친이 아니라 제자에요 제 단가받는 애 학생이 받은 것 같은데
그게 무슨 소리에요 하 진짜 어? 아 남친이 아니라 제자에요 제 단가받는 애 학생이 받은 것 같은데,아 그래 그 날 너희 집 반지하에 하수구 넘쳐서 물난리 났었다며 그거 수습해주러 운 그 학생 얘기하는거지?  진교수님 오해하셨어요 
아 그래 그 날 너희 집 반지하에 하수구 넘쳐서 물난리 났었다며 그거 수습해주러 운 그 학생 얘기하는거지?  진교수님 오해하셨어요 ,뭐라고요? 그 뭐 남친아니라 학생이면 뭐 학생이랑 술 마신건 잘한겁니까? 예? 
뭐라고요? 그 뭐 남친아니라 학생이면 뭐 학생이랑 술 마신건 잘한겁니까? 예? ,아 그래서 계속 오늘 콩밭타령했구나 너 남친있다고 오해해가지고 그치?
아 그래서 계속 오늘 콩밭타령했구나 너 남친있다고 오해해가지고 그치?,가뜩이나 남친없는 불쌍한 박교수를 꼭 이렇게 비참하게 했어야만 속이 시원했냐? 나쁜 진교수 
우와 정말요?,그래! 내가 꿀벌아 부르니까 꿀벌이가 싹 돌아보더라니까.
그래! 내가 꿀벌아 부르니까 꿀벌이가 싹 돌아보더라니까.,녀석 기특도하네. 어? 아 아야 근데 난 이거 아무리 들여다봐도 못보겠는데?
녀석 기특도하네. 어? 아 아야 근데 난 이거 아무리 들여다봐도 못보겠는데?,아 왜? 여기 딱 보이는고만 응?
아 왜? 여기 딱 보이는고만 응?,나는 언니가 고기땡겨할때부터 아들일줄 알았다니까.
나는 언니가 고기땡겨할때부터 아들일줄 알았다니까.,야! 언니가 고기만 땡겨했냐?
야! 언니가 고기만 땡겨했냐?,하긴. 땡긴걸로치면 아들딸 한 네쌍둥인 되야지?
하긴. 땡긴걸로치면 아들딸 한 네쌍둥인 되야지?,뭐? 이게.
뭐? 이게.,야야 그러고 저 사돈어른한텐 알려드렸냐?
야야 그러고 저 사돈어른한텐 알려드렸냐?,예 초음파사진이랑 보내드렸어요.
예 초음파사진이랑 보내드렸어요.,사돈어른이 좋아하시겠다.
사돈어른이 좋아하시겠다.,그럼.
그럼.,이모! 이모부! 이게 다 제 덕분이에요.
이모! 이모부! 이게 다 제 덕분이에요.,어? 해밀이 덕분이라니?
어? 해밀이 덕분이라니?,제가 1월1일에 꿀벌이 남동생이게 해달라고 소원빌었거든요.
제가 1월1일에 꿀벌이 남동생이게 해달라고 소원빌었거든요.,해밀이가 그랬어? 왜?
해밀이가 그랬어? 왜?,여자동생은 혜진이 있으니까 남자동생도 있으면 좋잖아. 같이 축구도하고.
여자동생은 혜진이 있으니까 남자동생도 있으면 좋잖아. 같이 축구도하고.,아유 그래. 이게 다 해밀이 덕분이네.하하하
아유 그래. 이게 다 해밀이 덕분이네.하하하,그래그래. 응. 이제 해밀이가 꿀벌이 형이니까 꿀벌이한테 잘 해줘야된다.
그래그래. 응. 이제 해밀이가 꿀벌이 형이니까 꿀벌이한테 잘 해줘야된다.,네!
네!,야 이젠 아들인걸 알았으니까 응? 이름부터 지어야지.
야 이젠 아들인걸 알았으니까 응? 이름부터 지어야지.,예! 그래야죠.
당신이유?,엄마 추워 추워
엄마 추워 추워,엄마가 춥다 그랬지?
엄마가 춥다 그랬지?,야 니 아부지는 어디를 간거냐 이렇게 추운날?
야 니 아부지는 어디를 간거냐 이렇게 추운날?,든든히 챙겨입고 나가셨어 걱정 좀 그만해
든든히 챙겨입고 나가셨어 걱정 좀 그만해,엄마 쉬 쉬
엄마 쉬 쉬,쉬 쉬마려? 그래 쉬하러 가자 쉬쉬쉬
쉬 쉬마려? 그래 쉬하러 가자 쉬쉬쉬,"여보세요 아니 영애아빠, 금방 들어온다더니 왜 안들어와, 어디야!"
"여보세요 아니 영애아빠, 금방 들어온다더니 왜 안들어와, 어디야!","거 사람 참, 대체 몇번을 전화하냐. 나 다왔어, 여기 동네, 어이구!"
"거 사람 참, 대체 몇번을 전화하냐. 나 다왔어, 여기 동네, 어이구!","영애 아빠, 영애 아빠! 아니, 영애 아빠! 영애 아빠 영애 아빠 영애 아빠! 아 영애 아빠, 영애 아빠!"
"영애 아빠, 영애 아빠! 아니, 영애 아빠! 영애 아빠 영애 아빠 영애 아빠! 아 영애 아빠, 영애 아빠!",어 영애 엄마
어 영애 엄마,다쳤어? 왜 왜 어지러워?
다쳤어? 왜 왜 어지러워?,"아니야, 아 여기서 걸려 넘어질 뻔한걸 중심 잡아 버텼지. 내가 이 운동신경이 좋길 망정이지"
"아니야, 아 여기서 걸려 넘어질 뻔한걸 중심 잡아 버텼지. 내가 이 운동신경이 좋길 망정이지",웃음이 나오슈? 어디 다친데는 없고? 진짜 어지러운건 아니지?
웃음이 나오슈? 어디 다친데는 없고? 진짜 어지러운건 아니지?,"그 사람 참, 지난번 정기검진때 아무 이상 없다잖아, 근데 당신 이러고 나온거야?"
"그 사람 참, 지난번 정기검진때 아무 이상 없다잖아, 근데 당신 이러고 나온거야?","아니 전화가 갑자기 끊어져서 놀라서 뛰어 나왔지, 아니 근데 어디 나갔다왔나했더니 이게 뭐야?"
"아니 전화가 갑자기 끊어져서 놀라서 뛰어 나왔지, 아니 근데 어디 나갔다왔나했더니 이게 뭐야?","크리스마스인데 케이크 하나 사려고, 그리고 이거 당신꺼"
"크리스마스인데 케이크 하나 사려고, 그리고 이거 당신꺼","이거 뭐야, 아이구 이거 전에 살던 동네에서 팔던 도너츠 아니야, 아니 이거 사려고 일부러 거기까지 갔다온거유?"
"이거 뭐야, 아이구 이거 전에 살던 동네에서 팔던 도너츠 아니야, 아니 이거 사려고 일부러 거기까지 갔다온거유?",당신 이집 도너츠 좋아하잖아. 크리스마스 선물로 당신 사주려고 갔다왔어
당신 이집 도너츠 좋아하잖아. 크리스마스 선물로 당신 사주려고 갔다왔어,"참내, 안하던 짓을 하고 그러슈"
왜요 귀빈석에 앉은 높으신 분들이 엄청 좋아하는데요,그려 아따 그라믄 나도 신청해서 나갈걸 그랬나
그려 아따 그라믄 나도 신청해서 나갈걸 그랬나,아닌데 그거야말로 회사얼굴에 똥칠하는 짓 같은데요
아닌데 그거야말로 회사얼굴에 똥칠하는 짓 같은데요,뭐야? 
부장님 이거.,뭐야 이거?
뭐야 이거?,다들 수고하셨는데 술이라도 같이 한 잔 하시라고요.
다들 수고하셨는데 술이라도 같이 한 잔 하시라고요.,어?
어?,전 아직 미성년자라서. 부장님이 촬영팀좀 챙겨주세요.
어? 오빠.,"아깐 렌즈 빠져서 눈에 뵈는 거 없다더니, 이젠 내가 보이냐?"
"저, 하실 말씀이 있으시다고.",당신 대체 뭐하는 사람이야?
당신 대체 뭐하는 사람이야?,네?
네?,이걸 왜 선생님이.
이걸 왜 선생님이.,1분 1초가 아까운 공시생들한테 이딴 거나 돌리게 하고 있고. 당신이 그러고도 강사야? 자격 있다고 생각해?
1분 1초가 아까운 공시생들한테 이딴 거나 돌리게 하고 있고. 당신이 그러고도 강사야? 자격 있다고 생각해?,"그게 아니라, 이건 제가 식당에 두고 온 건데."
"그게 아니라, 이건 제가 식당에 두고 온 건데.",이건 뭐야?
이건 뭐야?,네?
네?,"진심으로 사과하는 마음만 전하고 싶다더니, 결국 이게 당신 진심이었지? 어떻게든 나한테 환심사서 종합반 들어오고 싶은."
"진심으로 사과하는 마음만 전하고 싶다더니, 결국 이게 당신 진심이었지? 어떻게든 나한테 환심사서 종합반 들어오고 싶은.",그게 무슨 말씀이세요? 이건 저도 모르는 건데.
그게 무슨 말씀이세요? 이건 저도 모르는 건데.,당신처럼 목적 위해서 수단과 방법을 안 가리는 사람 딱 질색이야. 당신. 내가 생각했던 것보다 훨씬 최악이라고.
언니 지금 저남자랑 뭐하는거야?,어디어디어디어디? 야야야 저저저 누군데 우리 저 영애를 끌어안고 난리야 저거?
어디어디어디어디? 야야야 저저저 누군데 우리 저 영애를 끌어안고 난리야 저거?,"어 그르게. 아유 기지배. 뭐 연애할 시간 없다고 내숭떨더니 만나는 남자 따로 있었구만, 김서방, 내말맞지?"
"어 그르게. 아유 기지배. 뭐 연애할 시간 없다고 내숭떨더니 만나는 남자 따로 있었구만, 김서방, 내말맞지?",어. 처형이 무슨 남자를. 어? 저사람 황사장이네?
어. 처형이 무슨 남자를. 어? 저사람 황사장이네?,어? 사장이야? 허유 야. 잘나가는 사람인가 보다 어?
어? 사장이야? 허유 야. 잘나가는 사람인가 보다 어?,아니 그게 아니구요. 저 황사장. 처형 돈 떼먹고 도망간 사기꾼 새끼라구요. 
예쁘다,자작나무에 매트리스도 천연라텍스로 된 제품이에요. 이불이랑 인형도 유기농 면이구요
자작나무에 매트리스도 천연라텍스로 된 제품이에요. 이불이랑 인형도 유기농 면이구요,"아 예, 이건 얼마에요?"
"아 예, 이건 얼마에요?",세일해서 모빌이랑 인형까지 세트로 41만원이요
세일해서 모빌이랑 인형까지 세트로 41만원이요,41만원이요? 
41만원이요? ,네. 괜찮으세요?
네. 괜찮으세요?,"죄송합니다, 죄송합니다. 죄송합니다"
엄마가 이거 떡 좀 드시래요.,"동룡아, 우리 이사간다."
"어, 힘들어. 야, 좀 쉬자.",좀 쉬다 할까?
좀 쉬다 할까?,넌 클럽 산다더니 집이 뭐냐?
넌 클럽 산다더니 집이 뭐냐?,"야, 클럽 가봤자 찌질이들 들러붙기밖에 더해? 게장이나 먹어."
"야, 클럽 가봤자 찌질이들 들러붙기밖에 더해? 게장이나 먹어.","게장 다시 담근거 보니까, 너 남자 생겼구나?"
"게장 다시 담근거 보니까, 너 남자 생겼구나?",어머어머 이년봐라? 어떤 남잔데?
어머어머 이년봐라? 어떤 남잔데?,니들 규한오빠 기억나?
니들 규한오빠 기억나?,우리 화실다닐때 강의하던 그 홍대 오빠? 그 오빠 존나 멋있었는데.
우리 화실다닐때 강의하던 그 홍대 오빠? 그 오빠 존나 멋있었는데.,"야, 잤냐?"
"야, 잤냐?",미친. 우리 규한오빠 그런분 아니시거든? 주말에 데이트 하기로 했다 이년들아.
여기서 뭐 해? 무슨 일 있어?,아니. 이제 와? 너 또 머리 아파? 오늘 졌어? 근데 왜 이렇게 힘이 없어?
좀 잡지.,어. 알았어.
"황교수 강의 댓글엔 뭐, 강의 얘긴 없고 그냥 죄다 얼굴 얘기, 몸매 얘기밖에 없네?","치, 아, 뭘요. 새삼스럽게."
"치, 아, 뭘요. 새삼스럽게.","아이, 짓궂은 놈들. 어, 왔어, 진교수. 어?"
"아이, 짓궂은 놈들. 어, 왔어, 진교수. 어?",안녕하세요.
안녕하세요.,"어, 둘이 같이 오네? 어? 진교수한테 사과했어?"
"어, 둘이 같이 오네? 어? 진교수한테 사과했어?",예? 네.
예? 네.,"정말? 그래서 받아준대, 종합반?"
"정말? 그래서 받아준대, 종합반?","아, 아뇨. 사과 받아주시는 대신 종합반 얘기는 다신 꺼내지 말라고 하셨어요."
"아, 아뇨. 사과 받아주시는 대신 종합반 얘기는 다신 꺼내지 말라고 하셨어요.","아니, 이게 뭔 소리야. 종합반 못 들어가면 앞으로 어떡하려고. 아, 이 사람아, 어떻게든 매달렸어야지."
"아니, 이게 뭔 소리야. 종합반 못 들어가면 앞으로 어떡하려고. 아, 이 사람아, 어떻게든 매달렸어야지.","저, 원장님. 제가 어떻게든 단과반 학생 수 늘리도록 노력할게요. 믿고 맡겨주세요."
"저, 원장님. 제가 어떻게든 단과반 학생 수 늘리도록 노력할게요. 믿고 맡겨주세요.","믿긴 개뿔, 뭘 믿어? 아니, 도대체 무슨 자신감이야? 그 박교수 강의나가고 달린 댓글 봤어? 어? 아주 가관이야, 가관."
"믿긴 개뿔, 뭘 믿어? 아니, 도대체 무슨 자신감이야? 그 박교수 강의나가고 달린 댓글 봤어? 어? 아주 가관이야, 가관.",왜요? 악플 많이 달렸어요?
왜요? 악플 많이 달렸어요?,"악플 같은 소리 하고 있네. 아유. 자. 직접 확인해. 악플보다 더 무섭다는 무플이야, 무플. 이게 박교수 현실이라고, 응? 악플도 관심있어야 다는 거야. 알아? 또 다시 변두리 입시학원으로 돌아가고 싶지 않으면 어떻게든 종합반에 들어가. 알았어? 아으, 아침부터 사람 열불나게 하고 있어. 진짜. 아유, 답답하다, 답답해."
"악플 같은 소리 하고 있네. 아유. 자. 직접 확인해. 악플보다 더 무섭다는 무플이야, 무플. 이게 박교수 현실이라고, 응? 악플도 관심있어야 다는 거야. 알아? 또 다시 변두리 입시학원으로 돌아가고 싶지 않으면 어떻게든 종합반에 들어가. 알았어? 아으, 아침부터 사람 열불나게 하고 있어. 진짜. 아유, 답답하다, 답답해.","이재한 형사님. 네, 저 박해영 경위예요."
"이재한 형사님. 네, 저 박해영 경위예요.",오늘은 시그널 이제훈이에요?
오늘은 시그널 이제훈이에요?,"딩동댕동. 이재한 형사님, 2016년 9월 12일 오전 9시. 전 지각하지 않고 출근했어요. 형사님은 지각 안 하셨나요? 형사님, 형사님!"
"딩동댕동. 이재한 형사님, 2016년 9월 12일 오전 9시. 전 지각하지 않고 출근했어요. 형사님은 지각 안 하셨나요? 형사님, 형사님!","놀고 자빠졌네. 그 따위 성대모사 연구할 시간에 강의 연구나 하랬지. 어? 아흐, 정말 오늘 아침부터 진짜 너무 짜증나, 너무!"
"놀고 자빠졌네. 그 따위 성대모사 연구할 시간에 강의 연구나 하랬지. 어? 아흐, 정말 오늘 아침부터 진짜 너무 짜증나, 너무!","왜 저렇게 성질이야, 오늘?"
"왜 저렇게 성질이야, 오늘?",열심히 하겠다는데 맨날 저래.
"목걸이? 형부가 샀나보네, 크리스마스 선물 주려고. 뭐야 무슨 목걸이야?","진주 목걸이. 내가 허튼데 돈쓰지 말라니까, 레스토랑도 예약했다던데, 못살아 진짜. 당장 환불시켜야겠다"
"진주 목걸이. 내가 허튼데 돈쓰지 말라니까, 레스토랑도 예약했다던데, 못살아 진짜. 당장 환불시켜야겠다","워워워, 그러지 말고. 그냥 받아, 올해가 언니랑 형부 단 둘이 보내는 마지막 크리스마스잖아"
"워워워, 그러지 말고. 그냥 받아, 올해가 언니랑 형부 단 둘이 보내는 마지막 크리스마스잖아",뭐?
뭐?,"생각해봐, 내년에 애 낳음 신혼은 디 엔드다. 그럼 목걸이, 선물 이벤트 다 끝이라고!"
"생각해봐, 내년에 애 낳음 신혼은 디 엔드다. 그럼 목걸이, 선물 이벤트 다 끝이라고!",뭐 이벤트같은거 좋아하지도 않는데 뭘
뭐 이벤트같은거 좋아하지도 않는데 뭘,"나중에 진짜 섭하거든. 울오빠 이제 내 생일선물로 청소기 갈비세트 요딴거 사와. 올해가 마지막이려니, 줄때 받아. 난 부럽다"
"나중에 진짜 섭하거든. 울오빠 이제 내 생일선물로 청소기 갈비세트 요딴거 사와. 올해가 마지막이려니, 줄때 받아. 난 부럽다",아 귀찮게 왜 자꾸 같이 가자 그래요!
아 귀찮게 왜 자꾸 같이 가자 그래요!,두분 어디 가세요?
두분 어디 가세요?,어 거래처일 좀
어 거래처일 좀,어 대금문제 때문에
어 대금문제 때문에,다녀오세요
다녀오세요,"그래, 꿀벌이 태어나기 전 둘만의 마지막 크리스마스인데"
"그래, 꿀벌이 태어나기 전 둘만의 마지막 크리스마스인데",크리스마스 하루 즐겁자고 가족의 미래를 져버리면 꿀벌이 아빠로서 자격미달이지
학생 가방 이리 줘. 그래.,고맙습니다.
고맙습니다.,학생도.
학생도.,감사합니다.
어때? 어? 숯의 불향이 깊게 스며들어서 담백하면서도 겉은 바삭하고 속은 촉촉한 환상의 궁합이,하..나 진짜 인정하고 싶지 않은데 이것도 맛있다
하..나 진짜 인정하고 싶지 않은데 이것도 맛있다,거봐 어? 내가 왜 식샤님이라고 불리겠어
거봐 어? 내가 왜 식샤님이라고 불리겠어,식샤님은 개뿔 이건 삼겹살님의 은혜거든? 역시 삼겹살님은 언제나 옳아
식샤님은 개뿔 이건 삼겹살님의 은혜거든? 역시 삼겹살님은 언제나 옳아,그렇게 말하면 여기있는 이 소세지님 어? 채소님 조개님 이거 얼마나 섭섭해 하시겠어 안그래?
그렇게 말하면 여기있는 이 소세지님 어? 채소님 조개님 이거 얼마나 섭섭해 하시겠어 안그래?,섭섭하셨어요? 흠 제가 곧 먹어드릴께요
섭섭하셨어요? 흠 제가 곧 먹어드릴께요,먹자 씨
먹자 씨,어휴 야 나 보기만 해도 너무 행복해
누구세요?,접니다  
접니다  ,아니 왜 거깄어요?
아니 왜 거깄어요?,누가 할 소린데요 내가 먼저 들어와 있었거든요 
누가 할 소린데요 내가 먼저 들어와 있었거든요 ,빨리 나가 아니 저 제가 제가 나갈게요 거기 꼼짝말고 있어 귀 막아요!
빨리 나가 아니 저 제가 제가 나갈게요 거기 꼼짝말고 있어 귀 막아요!,이미 막고 있거든요?     
이미 막고 있거든요?     ,근데 대답은 어떻게 해요 
근데 대답은 어떻게 해요 ,아 막고 있어도 들리는걸 어떡하라고 아 빨리 나가기나 해요 에이씨!
형 요새 복권 모아요. 올림픽 복권.,"어머니, 딱 한 달에 한 개씩밖엔 안 삽니다. 어머니, 한 개에 딱 오백원밖에."
"어머니, 딱 한 달에 한 개씩밖엔 안 삽니다. 어머니, 한 개에 딱 오백원밖에.",오백원이 작아? 오백원이? 그 돈이면 연탄이 석 장이야.
오백원이 작아? 오백원이? 그 돈이면 연탄이 석 장이야.,"형, 한다, 지금."
우리 일도 끝났는데 여기나 살짝 들렀다 갈까요? 아 두분은 유부남이라 힘들겠다 ,나야 유부남이래도 집에 가야 할 일도 없는데 갈 수 있지 집에서 가족들 기다리는 김대리가 안되지
나야 유부남이래도 집에 가야 할 일도 없는데 갈 수 있지 집에서 가족들 기다리는 김대리가 안되지,늘 기다리는 가족들 좀 더 기다린다고 큰일나겠냐규요 여섯시 비키니쇼만 보고 집에 가면 된다규요
늘 기다리는 가족들 좀 더 기다린다고 큰일나겠냐규요 여섯시 비키니쇼만 보고 집에 가면 된다규요,그럼 둘다 콜?
그럼 둘다 콜?,콜
내가 괜한 짓을 했나,"괜한 짓이라뇨? 뭐가, 어머 깜짝이야!"
"괜한 짓이라뇨? 뭐가, 어머 깜짝이야!",내가 더 깜짝 놀랐거덩! 기척 좀 하고 들어와라
내가 더 깜짝 놀랐거덩! 기척 좀 하고 들어와라,"아니 사장님도 뭐 유산상속 받은거 있으세요? 40, 이렇게 비싼 목거리를 팍팍 사시게?"
"아니 사장님도 뭐 유산상속 받은거 있으세요? 40, 이렇게 비싼 목거리를 팍팍 사시게?",영자씨 주려고 산거야. 이번 크리스마스 의미가 많잖아. 그래서 레스토랑에서 이벤트해주려고
영자씨 주려고 산거야. 이번 크리스마스 의미가 많잖아. 그래서 레스토랑에서 이벤트해주려고,드라마 재벌이 서민 다 망쳤다 스튜핏! 사장님 그런 이벤트는 통장에 몇억씩 쟁여놓은 사람들이나 하는 거예요. 아니 회사차리랴 결혼 준비때문에 허덕이면서 이게 뭐하는 짓이에요?
드라마 재벌이 서민 다 망쳤다 스튜핏! 사장님 그런 이벤트는 통장에 몇억씩 쟁여놓은 사람들이나 하는 거예요. 아니 회사차리랴 결혼 준비때문에 허덕이면서 이게 뭐하는 짓이에요?,"그렇지 않아도 후회하고 있어. 안그래도 애낳으면 돈쓸일 수두룩한데, 내가 너무 생각없었나 싶어서"
"그렇지 않아도 후회하고 있어. 안그래도 애낳으면 돈쓸일 수두룩한데, 내가 너무 생각없었나 싶어서",초보 아빠 그뤠잇! 그래도 아주 싹쑤가 노란건 아니네요
초보 아빠 그뤠잇! 그래도 아주 싹쑤가 노란건 아니네요,어?
어?,"아유 그래, 고령산모라, 검사비도 드럽게 비싸고. 이럴줄 알았으면 일찍 결혼해서 일찍 애낳는건데"
"아유 그래, 고령산모라, 검사비도 드럽게 비싸고. 이럴줄 알았으면 일찍 결혼해서 일찍 애낳는건데",어쭈? 일찍 결혼 안한 것 처럼 얘기한다?
어쭈? 일찍 결혼 안한 것 처럼 얘기한다?,말이 그렇다고 말이. 응? 뭐야? 야 서랍에 내가 처음 보는 목걸이가 있다. 웬거지?
아이 귀신이냐?,뭐 한복입은 사람 첨 보냐?
뭐 한복입은 사람 첨 보냐?,아 진짜 가지가지한다 가지가지해
아 진짜 가지가지한다 가지가지해,나 한복으로 바꼈는데 어때? 이게 더 낫지?
나 한복으로 바꼈는데 어때? 이게 더 낫지?,어 그냥 아무것도 하지마 그게 제일 나아
왠 사진을 이렇게 많이 찍었어.,야 그러면 이거 어떻게 해야 되냐.
야 그러면 이거 어떻게 해야 되냐.,어. 필요없는 사진이나 동영상 지우면 되요.
어. 필요없는 사진이나 동영상 지우면 되요.,어 어.
어 어.,이건 무슨 동영상이야? 작년 엄마 생일땐가 본데?
이건 무슨 동영상이야? 작년 엄마 생일땐가 본데?,그렇구만.
그렇구만.,누가 찍었지? 맞다. 이거 그때 그 난리였던 날 아니야?
누가 찍었지? 맞다. 이거 그때 그 난리였던 날 아니야?,그렇나본데.
너 진짜 콘서트 안갈거야? 이문세 콘서트.,나 친구들이랑 약속 있어.
나 친구들이랑 약속 있어.,무슨 약속?
무슨 약속?,친구들이랑 서울랜드 가기로 했어.
친구들이랑 서울랜드 가기로 했어.,친구 누구?
친구 누구?,있어. 너 말해도 몰라.
있어. 너 말해도 몰라.,내가 모르는 너 친구도 있어?
내가 모르는 너 친구도 있어?,아 있어. 미안해. 다음에 같이 가. 나 옷 갈아입을건데.
아 있어. 미안해. 다음에 같이 가. 나 옷 갈아입을건데.,알았어.
근데 오늘 토요일인데 왜이렇게 일찍 가는거냐? 고삼인권 보장하라. 보장하라. 우리가 공부하는 기계냐. 기계냐.,공부나 하고 그런 소릴 하냐? 어휴 양심없는 새끼.
공부나 하고 그런 소릴 하냐? 어휴 양심없는 새끼.,어휴 인정머리도 없는 새끼.
어휴 인정머리도 없는 새끼.,그래도 뭐 한적하니 좋네. 미어터지는 것보다 낫구만.
야! 너 거기 서봐. 왜? 왜 왜 성보라야? 어? 왜 성보라냐고!,누나 좋아하니까.
누나 좋아하니까.,어디가? 어디가 좋아?
어디가? 어디가 좋아?,예쁘고
예쁘고,지랄
지랄,똑똑하고
똑똑하고,웬열
웬열,착하고
착하고,미친놈
미친놈,그리고 눈 옆에 있는 점도 예뻐
그리고 눈 옆에 있는 점도 예뻐,그거 내가 찍어준거야. 내가 아홉살때 샤프로 콱 찍은거라고! 아 진짜 왜 성보라야. 성보라. 왜 성보라냐고! 
왜 그러세요 윤차장님?,돌 씹으셨네
돌 씹으셨네,괜찮으세요 손님?
괜찮으세요 손님?,아유 네 뭐
아유 네 뭐,죄송합니다 대신 제가 오늘 밥값은 안 받을게요
죄송합니다 대신 제가 오늘 밥값은 안 받을게요,아니에요 괜찮아요 오늘 밥값은 받으시구요 다음에 오면 서비스
아니에요 괜찮아요 오늘 밥값은 받으시구요 다음에 오면 서비스,당연히 안받으셔야죠 아 그리고 전골이 짜서 그런데 서비스로 콜라랑 맥주 몇 병 주세요
당연히 안받으셔야죠 아 그리고 전골이 짜서 그런데 서비스로 콜라랑 맥주 몇 병 주세요,아 하필 윤차장님은 그타이밍에 돌을 씹고 그러세요
