Q,A
비서야?,이형이요? 그냥 알바
이형이요? 그냥 알바,아 예 비서 맞습니다 사장님의 비서 박비서라고 불러주십시오
아 예 비서 맞습니다 사장님의 비서 박비서라고 불러주십시오,어머 비서까지 있어?
어머 비서까지 있어?,계산하고 먼저들 가있어
계산하고 먼저들 가있어,예 알겠습니다 사장님 시키실 일 있으면 바로 연락주십시오
사장님 무슨 일 있으세요? 오늘 기분 안좋아보이시는데.,어? 어.. 뭐 좀 그렇네. 개인적인 일이야. 신경쓰지마.
어? 어.. 뭐 좀 그렇네. 개인적인 일이야. 신경쓰지마.,네.
웬 한숨이세요?,김과장님도 오늘 기분 안좋으세요? 우리 사장님도 오늘 기분 안좋아보이시던데.
김과장님도 오늘 기분 안좋으세요? 우리 사장님도 오늘 기분 안좋아보이시던데.,영애도? 왜?
영애도? 왜?,모르겠어요. 개인적인 일이라고 말씀 안하시더라구요.
"쪽수 많아서 이길 줄 알고 꽁쳤는데, 질 게 뭐야. 돈도 따고 조개도 건졌으면 좋았을걸. 이걸론 지호 아빠가 좋아하는 조개젓 담그고, 이걸론 우리 지호, 선호 좋아하는 조개탕 끓이고. 아, 그리고 이걸론 내가 좋아하는 칼국수 끓여 먹어야지.",지금 뭐하시는 거예요?
지금 뭐하시는 거예요?,지순 씨.
지순 씨.,어쩐지 열심히 캔 거에 비해서 조개가 적다 했더니 그걸 빼돌리신 거예요?
어쩐지 열심히 캔 거에 비해서 조개가 적다 했더니 그걸 빼돌리신 거예요?,"아, 아니, 그게 아니라."
"아, 아니, 그게 아니라.","아니긴 뭐가 아니에요? 아유, 사장님한테 일러야겠다. 사장님!"
"아니긴 뭐가 아니에요? 아유, 사장님한테 일러야겠다. 사장님!","지순 씨, 왜 이래? 제발, 제발 이러지 마. 내가 이거 반띵해 줄게, 응?"
"지순 씨, 왜 이래? 제발, 제발 이러지 마. 내가 이거 반띵해 줄게, 응?",이깟 조개가 뭐라고 내 양심을 팔 순 없네요. 사장님!
이깟 조개가 뭐라고 내 양심을 팔 순 없네요. 사장님!,"아, 왜 이래! 자, 반띵. 넣어 둬~"
"아, 왜 이래! 자, 반띵. 넣어 둬~","아이, 진짜. 싫은데."
"아이, 진짜. 싫은데.","뭐야, 이게?"
"뭐야, 이게?",뭐가요.
아 뭐야? 사람 앞에다 놓고 폰만 보고.,아이 아까 보낸 메일 체크 좀 하느라구요. 혹시 뭐 잘못 보낸거 없나해서. 아 이건 색상을 바꿀걸 그랬나?
아이 아까 보낸 메일 체크 좀 하느라구요. 혹시 뭐 잘못 보낸거 없나해서. 아 이건 색상을 바꿀걸 그랬나?,으유 그만 좀 해. 소름끼치게 유난은. 먹으러 왔으면 먹는데 집중하세요. 
으유 그만 좀 해. 소름끼치게 유난은. 먹으러 왔으면 먹는데 집중하세요. ,아휴 이번에 꼭 시안 통과해서 대금 받아야 된단 말이에요. 직원들 밥줄이 제 손에 달려있다고 생각하니까 엄청 부담스러워서요. 
아휴 이번에 꼭 시안 통과해서 대금 받아야 된단 말이에요. 직원들 밥줄이 제 손에 달려있다고 생각하니까 엄청 부담스러워서요. ,하긴 그 심정 내가 누구보다 잘알지.
하긴 그 심정 내가 누구보다 잘알지.,사장님 진짜 대단하세요. 아니 어떻게 이런 생활을 그렇게 오래하셨어요?
사장님 진짜 대단하세요. 아니 어떻게 이런 생활을 그렇게 오래하셨어요?,뭐야? 이제 알았어? 나 대단한거? 내가 프로페셔널하게 일처리를 해서 몰랐겠지만 뒤에선 소름끼치게 고군분투하고 있던거거덩 거거덩. 
뭐야? 이제 알았어? 나 대단한거? 내가 프로페셔널하게 일처리를 해서 몰랐겠지만 뒤에선 소름끼치게 고군분투하고 있던거거덩 거거덩. ,어? 사장님 왜 닭다리 하나도 안드셨어요? 다리 좋아하시잖아요.
어? 사장님 왜 닭다리 하나도 안드셨어요? 다리 좋아하시잖아요.,영자씨 다리 좋아하잖아. 두개 다 먹으라고.
영자씨 다리 좋아하잖아. 두개 다 먹으라고.,됐어요. 아 하나씩 먹어요.
됐어요. 아 하나씩 먹어요.,아니야. 난 가슴살 먹으면 돼. 영자씨 먹어.
아니야. 난 가슴살 먹으면 돼. 영자씨 먹어.,아유 같이 먹어요.
아유 같이 먹어요.,아유 먹으라니까. 뭐야 이건 내손이야. 착각하고 손까지 먹을라 그래. 
아유 먹으라니까. 뭐야 이건 내손이야. 착각하고 손까지 먹을라 그래. ,차암.
"사무실에 불 켜서 있어서요. 아직 누가 있나 봐요. 그래서 말인데, 사장님이 저 대신 올라가서 짐 좀 챙겨다 주시면 안 돼요?",내가?
내가?,"네. 올라갔다가 영애 씨랑 마주치면 어떡해요. 저 영애 씨 못 봐요. 그렇지 않아도 힘들 텐데, 김산호 때문에."
"네. 올라갔다가 영애 씨랑 마주치면 어떡해요. 저 영애 씨 못 봐요. 그렇지 않아도 힘들 텐데, 김산호 때문에.",김산호?
김산호?,왜 있잖아요. 영애 씨랑 파혼한 남자. 알고 보니까 같은 건물에 있더라고요.
왜 있잖아요. 영애 씨랑 파혼한 남자. 알고 보니까 같은 건물에 있더라고요.,뭐?
뭐?,"오며가며 마주치는 바람에 엄청 스트레스 받았는데. 저까지 관두는 바람에 진짜 회사 다닐 맛 안 날 거예요. 그니까 사장님이 짐 좀 챙겨다 주세요, 네? 사장님."
"오며가며 마주치는 바람에 엄청 스트레스 받았는데. 저까지 관두는 바람에 진짜 회사 다닐 맛 안 날 거예요. 그니까 사장님이 짐 좀 챙겨다 주세요, 네? 사장님.","어, 어어. 알았어."
"아이, 얘네들이 언제 여기 들어가 있었지? 아이, 나 이렇게 당황스러운 경운 또 처음이네.",조개를 꽁쳐 놓고 쪼개? 이 인간이 정말!
조개를 꽁쳐 놓고 쪼개? 이 인간이 정말!,"아, 아, 뭐야. 아! 아, 뭐하는 거야! 아, 아이, 여기 없어요, 없어!"
"아, 아, 뭐야. 아! 아, 뭐하는 거야! 아, 아이, 여기 없어요, 없어!","많이도 꽁쳤네. 어? 아이고, 진짜."
"많이도 꽁쳤네. 어? 아이고, 진짜.",지금 뭐하는 거예요? 왜 내 걸 거기다 담아. 이거 내 건데!
여보. 정리 다 됐으면 여기다 담으셔. 근데 뭘 감췄어?,감추길 뭘 감췄다 그래..
감추길 뭘 감췄다 그래..,방금 감췄잖아. 
방금 감췄잖아. ,뭐얼
뭐얼,어디 꿍쳐둔 비상금이라도 찾은거야?
어디 꿍쳐둔 비상금이라도 찾은거야?,비상금같은 소리 하고 있네.
비상금같은 소리 하고 있네.,어디봐. 줘봐봐 좀. 아니 어서 줘보라니깐. 뭔데 그래? 
일 다 봤어? 가자,왜 이렇게 표정이 안좋아요? 
왜 이렇게 표정이 안좋아요? ,아 방금 수현엄마랑 통화했거든. 저 회사 관두고 싶다고 
아 방금 수현엄마랑 통화했거든. 저 회사 관두고 싶다고 ,회사를 관두다니요?
회사를 관두다니요?,아이 조사장이 저 나 개무시하는거 보고도 몰라? 이 정도면 지 발로 나가라는소리 아니야 그래서 수현엄마한테 하소연했는데 쓸데없는 소리 하지말라고 그냥 악다구니나 써대는거야 아 내가 오죽하면 그런소리하나 그런생각은안드나 안팎으로 기댈 곳 하나없고 사는게 지옥이다
아이 조사장이 저 나 개무시하는거 보고도 몰라? 이 정도면 지 발로 나가라는소리 아니야 그래서 수현엄마한테 하소연했는데 쓸데없는 소리 하지말라고 그냥 악다구니나 써대는거야 아 내가 오죽하면 그런소리하나 그런생각은안드나 안팎으로 기댈 곳 하나없고 사는게 지옥이다,윤과장님 배고프시죠? 우리 뭐 맛있는거 먹으러가요
윤과장님 배고프시죠? 우리 뭐 맛있는거 먹으러가요,뭐?
뭐?,뭐 드시고 싶으세요? 
법카로 이렇게 저 비싼걸 먹어도 되는거야? ,걱정마요 조사장 요즘 저라면 껌뻑죽잖아요 몸 허해서 챙겨먹었다는데 뭐라그럴거에요 얼른 드시고 힘내세요 윤과장님
걱정마요 조사장 요즘 저라면 껌뻑죽잖아요 몸 허해서 챙겨먹었다는데 뭐라그럴거에요 얼른 드시고 힘내세요 윤과장님,아니 왜이래? 왜 이렇게 나한테 잘해주는거야 갑자기? 
아니 왜이래? 왜 이렇게 나한테 잘해주는거야 갑자기? ,안쓰러워서요
안쓰러워서요,뭐?
뭐?,윤과장님 보면 지호아빠 보는것같아서. 아시다시피 그 사람도 회사에서 치이고 위기잖아요 윤과장님 구박당하듯이 지호아빠도 당하고있을거 생각하니까 
윤과장님 보면 지호아빠 보는것같아서. 아시다시피 그 사람도 회사에서 치이고 위기잖아요 윤과장님 구박당하듯이 지호아빠도 당하고있을거 생각하니까 , 왜이래 나정돈 아닐거야 
 왜이래 나정돈 아닐거야 ,"더하면 더했지 못하진 않을거에요 애들땜에 버티곤있는데, 얼마나 힘들겠어요 힘든 사람한테 위로는못해줄망정 저도 악다구니만 썼거든요"
죄송합니다.,"죄송 같은 소리 하네. 아, 나 너처럼 뻔뻔스러운 놈은 진짜 처음이다. 너 일부러 그랬지? 내가 요즘 갈궜다고, 나 엿먹으라고. 그치?"
"죄송 같은 소리 하네. 아, 나 너처럼 뻔뻔스러운 놈은 진짜 처음이다. 너 일부러 그랬지? 내가 요즘 갈궜다고, 나 엿먹으라고. 그치?","예? 아, 아닙니다. 그, 절대 아닙니다."
"예? 아, 아닙니다. 그, 절대 아닙니다.","아니긴, 너 다음 타겟은 나야? 라과장, 이과장에 이어서 나까지 몰아내려고 아주 작정을 한 거냐?"
"아니긴, 너 다음 타겟은 나야? 라과장, 이과장에 이어서 나까지 몰아내려고 아주 작정을 한 거냐?","아니, 무슨 말씀이세요. 오해세요."
"아니, 무슨 말씀이세요. 오해세요.",그 입 못다물어? 못다물어? 너 앞으로 회사생활 제대로 할 수 있나 봐. 내가 어떤 놈인지 차츰차츰 알려줄 테니까.
무슨 일이시지? 아유 머리야. 머리야.,그러게 어제 왜케 술을 많이 마셨어요. 형
그러게 어제 왜케 술을 많이 마셨어요. 형,속 뒤집어질 일 있어서 마셨다. 왜?
사장님. 오늘 낙원사 들어가기 전에 재료상 들러서 샘플 챙겨가야 되는거 맞죠?,어? 어
아 그리고 대금 말인데 ,아 대금 미리 챙겨달라는거? 김과장한테 얘긴 들었는데 관례상 안 되는 일이라서 미안해요
아 대금 미리 챙겨달라는거? 김과장한테 얘긴 들었는데 관례상 안 되는 일이라서 미안해요,예?
어. 안녕하세요?,어. 왔어?
어. 왔어?,왔어?
왔어?,어 근데 영애씨 혼자 왔어? 샤방 샤방 선호는?
어 근데 영애씨 혼자 왔어? 샤방 샤방 선호는?,아 애들은 재료상 들렀다 오기로 했어요.
아 애들은 재료상 들렀다 오기로 했어요.,정 사장님. 케잌이요.
정 사장님. 케잌이요.,아. 뭐 이런걸 다.
아. 뭐 이런걸 다.,그 언양불고기 최사장님 와이프 생일이라 그래서 이거 준비한거 거든요. 근데 약속이 오후로 미뤄져서요. 
그 언양불고기 최사장님 와이프 생일이라 그래서 이거 준비한거 거든요. 근데 약속이 오후로 미뤄져서요. ,뭐? 근데 이걸 왜 날 줘?
뭐? 근데 이걸 왜 날 줘?,아 정사장님댁 냉장고에 보관 좀 해주세요.
아 정사장님댁 냉장고에 보관 좀 해주세요.,아까 보니까 탕비실 냉장고가 꽉 차 있더라고요. 생크림 케잌이라 냉장보관하라고 그러던데.
아까 보니까 탕비실 냉장고가 꽉 차 있더라고요. 생크림 케잌이라 냉장보관하라고 그러던데.,귀찮으시면 키 주세요. 제가 올려놓고 올게요.
귀찮으시면 키 주세요. 제가 올려놓고 올게요.,됐어.
됐어.,아이고 조심 조심. 아기 다루듯이 조심해서 가져가셔야죠. 그거 모양 망가지면 클나요!
아 처음에는 좋은말로 복직 시켜달라고 싹싹 빌었는데 아 글쎄 그 인간이 아 귓구녕이 아니라 똥구녕을 달고다니는 거여? 왜 이렇게 말귀를 못알아먹어 염병할 이러는거야 글쎄 그러니 내가 눈이 돌아 안돌아 욕 안하게 생겼냐고  ,근데 정말 욕만 하고 나오신거에요?
아이 그래도 식사를 하셔야죠 아 요즘 왜 이렇게 기운이 없으세요 그냥,기운날 일이 있어야지
기운날 일이 있어야지,아 들어가세요 여기 칼국수 맛있대요
아 들어가세요 여기 칼국수 맛있대요,아이 참
아이 참,여기가맛집이라니까요 어?어이 산호씨 여기 웬일이에요?
여기가맛집이라니까요 어?어이 산호씨 여기 웬일이에요?,아 근처 거래처 왔다가요
아 근처 거래처 왔다가요,아 근데 이렇게 외롭게 혼자먹는거에요? 아 그러며는 우리랑 같이 합석해요
아 근데 이렇게 외롭게 혼자먹는거에요? 아 그러며는 우리랑 같이 합석해요,됐어 저쪽가서먹어 
됐어 저쪽가서먹어 ,아 왜그러세요 사장님 그러지말고 같이 먹어요 아 여기는 낙원인쇄사 사장님.아니지 저 예전 사장님 그리고 이쪽은 김산호씨 영애씨 파혼남이요 파혼남
아 취한다,아 괜찮냐?
아 괜찮냐?,야 너는 니 인생 걱정해 병신 새끼야
야 너는 니 인생 걱정해 병신 새끼야,니는 니 걸음 걸이 걱정해   
니는 니 걸음 걸이 걱정해   ,지금 완전 정상이야 어? 내가 보여줄게 
지금 완전 정상이야 어? 내가 보여줄게 ,뭘 보여줘? 어 너무 정상이라서 
뭘 보여줘? 어 너무 정상이라서 ,여기야 여기?
여기야 여기?,아 아파 진짜
아 아파 진짜,아 그러게 왜 거기서 돌고 난리를 쳐 아주 그냥!
내가 진짜 그렇게 후져?,또 그 소리냐
또 그 소리냐,아니 내가 진짜 너무 속상해서 그래 쪽팔리고 자존심 상한다고  
아니 내가 진짜 너무 속상해서 그래 쪽팔리고 자존심 상한다고  ,아우 정말 그만 좀 해라
아우 정말 그만 좀 해라,아니 내가 어딜 봐서 응? 어딜 봐서 까이게 생겼어? 봐봐 일단 얼굴 이뻐 안 이뻐?
아니 내가 어딜 봐서 응? 어딜 봐서 까이게 생겼어? 봐봐 일단 얼굴 이뻐 안 이뻐?,이쁘지
이쁘지,그치 그리고 다리 죽여 안 죽여?
그치 그리고 다리 죽여 안 죽여?,죽이네
죽이네,그치 그뿐이야? 내가 얼마나 글래머인데 안그래? 그리고 결정적으로 내가 얼마나 섹시한데 
약 드시게요?,"아 네, 네. 뭐."
"아 네, 네. 뭐.","아, 그, 뭐. 글루텐 민감증? 그거 때문인가봐요."
"아, 그, 뭐. 글루텐 민감증? 그거 때문인가봐요.","아뇨, 그건 아까 먹었고 이건 다른거인데."
"아뇨, 그건 아까 먹었고 이건 다른거인데.",다른거요? 왜 또 어디가 안좋으세요?
다른거요? 왜 또 어디가 안좋으세요?,"그게 그니까 그게. 네, 네. 안좋아요."
아주그냥 딱 잘라 대답 잘하대? 사람이 말야 망설임같은 게 있어야지,"야, 이제 누나야 새끼야 "
"야, 이제 누나야 새끼야 ",네 누님 생신날 새로 태어나셔서 아주 축하드립니다. 저는 아주 죽겠습니다. 짠이나 한잔 하시죠?
뭐야? 양호실 안 갔어?,응.
응.,"난 걱정돼서 빨리 와봤지,"
"난 걱정돼서 빨리 와봤지,",나 원래 생리통 없잖아.
나 원래 생리통 없잖아.,혼자 뭐했어?
혼자 뭐했어?,월봐 그렇게?
월봐 그렇게?,너 생각보다 비율이 좋다.
너 생각보다 비율이 좋다.,뭐래. 보지마.
뭐래. 보지마.,좋다. 가슴은 내가 더 낫나?
아 저 여..영애야.,아 놔. 아이 놔. 야. 너 나 위하는척하지 마. 내가 누구 때문에 이 꼴이 됐는데. 이게 다 너 때문이야. 
아 놔. 아이 놔. 야. 너 나 위하는척하지 마. 내가 누구 때문에 이 꼴이 됐는데. 이게 다 너 때문이야. ,뭐?
뭐?,"너랑 그렇게 끝나지만 않았음. 결혼 자금 날릴 일도 없었고, 그랬음 낙원사에 취직할 일도 없었고, 회사 차려서 이런 더러운 꼴 안 봤어도 될 거 아니야. 알아? 이 나쁜새끼. 너 때문에 내 인생이 요모양 요꼴이라고. "
야!.. 나 그냥 가지 말까..,뭐야 갑자기 왜
뭐야 갑자기 왜,아 우리 엄마.. 교회가는 거 싫어 하잖아. 저번에도 엄청 혼났는데
아 우리 엄마.. 교회가는 거 싫어 하잖아. 저번에도 엄청 혼났는데,여기까지 와서 뭔소리야
여기까지 와서 뭔소리야,모르지~ 어제 우리집에서 잔다고 말했잖아
모르지~ 어제 우리집에서 잔다고 말했잖아,그래 그냥 문화상품권만 받는건데 어때
그래 그냥 문화상품권만 받는건데 어때,아 그래도.. 저번에도 걸렸단 말야
아 그래도.. 저번에도 걸렸단 말야,야.. 같이가자.. 메이플 캐시 지르기로 했잖아
야.. 같이가자.. 메이플 캐시 지르기로 했잖아,엄마가 그렇게 무섭냐.. 쫄보새끼
엄마가 그렇게 무섭냐.. 쫄보새끼,얘네 엄마 장난아니야.. 그래서 얘 집에서 게임도 못하잖아
얘네 엄마 장난아니야.. 그래서 얘 집에서 게임도 못하잖아,이번에 또 걸리면 맘대로 나가지도 못할껄
이번에 또 걸리면 맘대로 나가지도 못할껄,아 몰라 니네 맘대로해.. 진작 말을 하든가..
아 몰라 니네 맘대로해.. 진작 말을 하든가..,잠깐만
야! 어디가? ,집에간다 왜? 왜?
집에간다 왜? 왜?,밥먹자며?
우리 영애 때문에 몇 번 뵌적있어요 안녕하세요,예 안녕하세요
예 안녕하세요,"어유 영애씨때문에 봤어요?우리사장님을? 산호씨 영애씨랑 잘지내나보네 같은 건물에 있어도 그냥 쌩까고 지낼줄 알았는데 어,혹시 미련이라도 남은거에요? 다시 뭐 잘해볼 생각있는거?"
"어유 영애씨때문에 봤어요?우리사장님을? 산호씨 영애씨랑 잘지내나보네 같은 건물에 있어도 그냥 쌩까고 지낼줄 알았는데 어,혹시 미련이라도 남은거에요? 다시 뭐 잘해볼 생각있는거?",아 왜요?뭐 그러면 안돼요? 
아 왜요?뭐 그러면 안돼요? ,뭐 드시겠어요? 
뭐 드시겠어요? ,칼국수요
칼국수요,저도 칼국수요
저도 칼국수요,저 콩국수 하나 주세요
저 콩국수 하나 주세요,아 콩국수는 여름 한정 메뉴라 끝났는데요. 
아 콩국수는 여름 한정 메뉴라 끝났는데요. ,아 그래요? 아 그럼 뭐 그냥 칼국수 주세요. 
아 그래요? 아 그럼 뭐 그냥 칼국수 주세요. ,네
네,아 이 집은 콩국수 먹으러 온건데 
아 이 집은 콩국수 먹으러 온건데 ,왜 이렇게 미련이 많으세요
왜 이렇게 미련이 많으세요,네?
네?,끝난걸 왜 자꾸 아쉬워해요 지나간 콩국수는 깨끗이 잊고 앞으로 나올 칼국수에나 신경쓰세요
끝난걸 왜 자꾸 아쉬워해요 지나간 콩국수는 깨끗이 잊고 앞으로 나올 칼국수에나 신경쓰세요,아이 잘 알지도 못하는 사람한테 왜 이렇게 까칠하게 구세요 사장님
아이 잘 알지도 못하는 사람한테 왜 이렇게 까칠하게 구세요 사장님,내가뭘?끝난거에 연연하는게 맞아 그럼? 
영자씨. 울었어? 혁규씨한테 얘기 다 들었어. 미안해.,왜 혼자 울었어요?
왜 혼자 울었어요?,영자씨 앞에서 약한 모습 보이기 싫어서.
영자씨 앞에서 약한 모습 보이기 싫어서.,사장님. 가족은 책임지고 짊어질 짐이 아니에요. 서로 보듬어주고 기대라고 있는게 가족이잖아요. 우리 기쁜 일도 궂은 일도 함께 나누려고 결혼하는건데 사장님이 제일 힘들 때 내 앞에서 울지도 못하고 그렇게 참기만 하면 안되는 거잖아요.
사장님. 가족은 책임지고 짊어질 짐이 아니에요. 서로 보듬어주고 기대라고 있는게 가족이잖아요. 우리 기쁜 일도 궂은 일도 함께 나누려고 결혼하는건데 사장님이 제일 힘들 때 내 앞에서 울지도 못하고 그렇게 참기만 하면 안되는 거잖아요.,영자씨. 나 이제 고아야. 나 너무 무서워. 너무 막막해. 후회되지 않는 순간이 한 순간도 없어. 더 자주 전화드릴걸. 잔소리 한다고 짜증내지 말걸. 그 날 억지로라도 아버지 모시고 올라올걸. 자꾸만 다 후회 돼. 왜 막연하게 아버지 떠날 때도 엄마 떠날 때처럼 옆에서 손잡아 주고 사랑한다 말해드릴 수 있을 줄 알았을까. 우리 아버지 밑에서 @@에서 얼마나 무서웠을까.
"어, 영애야. 오늘 저녁에 시간 있니?",어? 어. 별 일은 없는데.
"어, 왔어? 영애씨.",안녕하세요. 케잌 사오셨네요?
안녕하세요. 케잌 사오셨네요?,어유. 먹을 건 귀신같이 알아보시네. 영애씨 줄거 아니니까 신경꺼요.
"에, 아까 라과장 태워간 차가 있다더만, 아줌마였구만. 아, 완전 둘이 한 패였당게. 그지?",예? 그게 아니고요.
예? 그게 아니고요.,"아니긴 옘병, 어제 둘이 잘리고 앙심품고 벌인 일 아니여? 아, 완전히 환상의 복식조구마잉. 인자 직장도 없는디, 아예 둘이서 2인조로 은행이라도 털지 그려?"
"아니긴 옘병, 어제 둘이 잘리고 앙심품고 벌인 일 아니여? 아, 완전히 환상의 복식조구마잉. 인자 직장도 없는디, 아예 둘이서 2인조로 은행이라도 털지 그려?","아무튼, 노트북 갔다놨으니까 이만 가볼게요."
"아무튼, 노트북 갔다놨으니까 이만 가볼게요.","봐, 가긴 어딜가? 나 그냥 이대로는 못 넘어간께 피해보상비라도 받아야지 안 되겄어."
"봐, 가긴 어딜가? 나 그냥 이대로는 못 넘어간께 피해보상비라도 받아야지 안 되겄어.",예? 피해보상비요?
예? 피해보상비요?,그려.
그려.,"예, 줄게요. 줄 테니까 퇴직금이랑 약속하신 위로금이나 먼저 내놓으시죠."
"예, 줄게요. 줄 테니까 퇴직금이랑 약속하신 위로금이나 먼저 내놓으시죠.","뭔 소리여, 위로금이라니?"
"뭔 소리여, 위로금이라니?",희망퇴직 하면 3개월치 월급 위로금으로 준다고 약속했잖아요.
희망퇴직 하면 3개월치 월급 위로금으로 준다고 약속했잖아요.,"에, 그려. 희망퇴직 허면 위로금 준댔지, 잘린 사람한테 준댔어?"
"에, 그려. 희망퇴직 허면 위로금 준댔지, 잘린 사람한테 준댔어?","뭐가 어째요? 아, 진짜 이렇게 치사하게 나올 거예요?"
"뭐가 어째요? 아, 진짜 이렇게 치사하게 나올 거예요?","뭐여? 치사? 아니 그람 회사에 이 난리굿을 해놓고도 위로금을 바란겨? 워메, 완전 도둑놈 심보네잉. 허긴, 근께 도둑질이나 허고 다녔겠지. 에이, 염병할 것들. 야, 얼른 싸게 안 꺼지냐?"
이 시간에 어쩐일로.,아직 못 끝낸 일이 있어서요. 그럼.
아직 못 끝낸 일이 있어서요. 그럼.,아깐 고마웠습니다.
아깐 고마웠습니다.,네?
네?,"수환이, 대학 간다네요."
"수환이, 대학 간다네요.",그래요? 잘됐네요.
그래요? 잘됐네요.,근데 어떻게 설득하신겁니까? 무슨말을 했길래 애가 갑자기 마음을 바꿨는지 궁금해서요.
근데 어떻게 설득하신겁니까? 무슨말을 했길래 애가 갑자기 마음을 바꿨는지 궁금해서요.,별 말 안했는데. 제가 삼촌을 좋아한다고 했어요.
별 말 안했는데. 제가 삼촌을 좋아한다고 했어요.,에? 저저저 저를요?
에? 저저저 저를요?,네. 그그그 그쪽을요.
네. 그그그 그쪽을요.,"아니, 아무리 급해도 그렇지, 그런 말도 안되는 거짓말을 하면 어떡합니까?"
"아니, 아무리 급해도 그렇지, 그런 말도 안되는 거짓말을 하면 어떡합니까?",글쎄요. 제가 왜 그랬을까요? 그럼.
나 진짜 많이 취한 거 같아,예 누나 많이 드셨어요
예 누나 많이 드셨어요,나도나도
나도나도,작작드셔야 되요 이제. 나이가 있으시니 뼈 삭아요
작작드셔야 되요 이제. 나이가 있으시니 뼈 삭아요,마지막 짠
뭐야 미친놈 늦었다며,어머님한테 안먹는다 그러냐
어머님한테 안먹는다 그러냐,야 늦었으면 그냥 피시방 가자~
야 늦었으면 그냥 피시방 가자~,아냐 너네랑가면 괜찮아
아냐 너네랑가면 괜찮아,왜
왜,"데려야 목사님은 원래 새로운 애들 오면 무조건 좋아하시거든, 야 그래도 좀 빨리 먹어라. 빨리!"
습관성 발기 증후군이라고?,"네, 그래서 꾸준히 약 먹고 있던 참이었는데. 좀 전에도 약만 제 때 먹었으면 이렇게 안됐을텐데. 사장님, 저 창피해서 회사 더 못다니겠습니다. 저 관두겠습니다."
"네, 그래서 꾸준히 약 먹고 있던 참이었는데. 좀 전에도 약만 제 때 먹었으면 이렇게 안됐을텐데. 사장님, 저 창피해서 회사 더 못다니겠습니다. 저 관두겠습니다.","뭐여? 아 회사를 관두다니, 그게 뭔소리여?"
"뭐여? 아 회사를 관두다니, 그게 뭔소리여?","아이, 그러니까 병재, 습관적으로 이, 이렇게 된다는거 아냐?"
"아이, 그러니까 병재, 습관적으로 이, 이렇게 된다는거 아냐?","야, 살다살다 이런 병은 또 처음이네. 이게 좋은 병인가?"
"야, 살다살다 이런 병은 또 처음이네. 이게 좋은 병인가?","병재. 제발 다시 생각해봐. 아 그깟일이 뭐라고 회사를 관둬. 앞으로 니들 병재 허리밑으로 쳐다볼 생각도 하들 말어, 알겠냐? 봐, 안 본다잖여, 이? 그러니까 관두지 말어, 이?"
"병재. 제발 다시 생각해봐. 아 그깟일이 뭐라고 회사를 관둬. 앞으로 니들 병재 허리밑으로 쳐다볼 생각도 하들 말어, 알겠냐? 봐, 안 본다잖여, 이? 그러니까 관두지 말어, 이?","아닙니다, 저 수치스러워서 더는 못다니겠어요."
"아닙니다, 저 수치스러워서 더는 못다니겠어요.","변태, 씨."
"변태, 씨.","병재, 아 거기 서 보드라고, 이?"
맞다 마지막인김에 니가 좀 잘 신고 하고 와라,누나가 하세요 전 가게가 바빠가지고
누나가 하세요 전 가게가 바빠가지고,너만 바빠? 나도 바쁜 사람이야 왜 이래 진짜 그리고 이거 서울에 있는 사람이 내는게 맞는거지
너만 바빠? 나도 바쁜 사람이야 왜 이래 진짜 그리고 이거 서울에 있는 사람이 내는게 맞는거지,그 서울 올라온 김에 하고 가세요 누님
그 서울 올라온 김에 하고 가세요 누님,그래? 그러지 뭐  
그래? 그러지 뭐  ,잠깐 잠깐 잠깐 잠깐 줘봐  
잠깐 잠깐 잠깐 잠깐 줘봐  ,아이씨
아이씨,승질머리가 급해가지고 참 사람이 내가 살 때부터 그러지말고 우리 이거 마지막 잔 딱 하나 비우고서 그냥 같이 갑시다
승질머리가 급해가지고 참 사람이 내가 살 때부터 그러지말고 우리 이거 마지막 잔 딱 하나 비우고서 그냥 같이 갑시다,아 나 진짜 토할거 같은데
아 나 진짜 토할거 같은데,아 그럼 짠만 하세요
어?,"돈없다던 애가 무슨 수로 내 돈을 일찍 갚았나 했더니, 무리해서 낙원사일 맡은거 아니냐구"
"돈없다던 애가 무슨 수로 내 돈을 일찍 갚았나 했더니, 무리해서 낙원사일 맡은거 아니냐구","무리하긴, 빚지고 있는 거보단 낫지 뭘"
"무리하긴, 빚지고 있는 거보단 낫지 뭘",그래서 일은 할만해?
그래서 일은 할만해?,말도 마라. 조사장 그 인간이 우리 하청업체라고 얼마나 개무시를 하는지 갑질 쩐다니까
말도 마라. 조사장 그 인간이 우리 하청업체라고 얼마나 개무시를 하는지 갑질 쩐다니까,이승준씨는 그사람 그러는거 보고만 있고?
이승준씨는 그사람 그러는거 보고만 있고?,어?
어?,너랑 친하다며. 커버 안쳐주냐고
너랑 친하다며. 커버 안쳐주냐고,"어 뭐, 야 밥 식겠다 얼른 먹어"
그만 가이소 가라고 그만,다음에 다시 올게요 
다음에 다시 올게요 ,오지마요 예? 오지말라고 가요 돈이라도 들고 와서 이야기하던지 아니면 니 동생 학교 못 다닐줄 알아라
연화야~너 여기 좀 와서 앉아봐라. ,"모과차, 괜찮죠?"
"모과차, 괜찮죠?","어,, 이천 내려가서 남자 만나서 살았다고 하더라."
"어,, 이천 내려가서 남자 만나서 살았다고 하더라.",정말 ? 
정말 ? ,그래. 
그래. ,"그럼, 그 남자는? 아까 만났어? "
