Q,A
황교수님은 뭐랄까 약간 올드한 느낌이 있어서 제 옆에 서면 저까지 올드해질 거 같아서요. 그래도 여기서 제일 신선한 얼굴인 노그래씨가 옆에 서는게 나을 거 같은데.,물론 그럴 수 있지만요. 아까도 들으셨잖아요. 우리 하나가 카메라 울렁증이 있어가지구..
물론 그럴 수 있지만요. 아까도 들으셨잖아요. 우리 하나가 카메라 울렁증이 있어가지구..,아 맨날 카메라 앞에서 수업하는 사람이 무슨 울렁증입니까?
아 맨날 카메라 앞에서 수업하는 사람이 무슨 울렁증입니까?,아 그래도 진교수님 이건 저희가 충분히 상의해서 결정하구..
아 그래도 진교수님 이건 저희가 충분히 상의해서 결정하구..,그 쪽 둘이 상의할 문제가 아니라 종합반 문제거든요. 제 이름 걸구 꾸려진 종합반이니 이 정도 관여는 해도 된다고 보는데요. 아닙니까?
그 쪽 둘이 상의할 문제가 아니라 종합반 문제거든요. 제 이름 걸구 꾸려진 종합반이니 이 정도 관여는 해도 된다고 보는데요. 아닙니까?,그쵸. 
어 사장님,영자씨 어? 근데 왜 그러고 있어?
영자씨 어? 근데 왜 그러고 있어?,시음회 복장인데 어쩌다보니 제가 하게 돼서요 근데 사장님이야말로 왜 그러고 통화해요?
시음회 복장인데 어쩌다보니 제가 하게 돼서요 근데 사장님이야말로 왜 그러고 통화해요?,아 나 지금 중요한 회의 중이라
아 나 지금 중요한 회의 중이라,나와서 과일 드세요
나와서 과일 드세요,예 예 알았으니까 문 닫고 나가요
예 예 알았으니까 문 닫고 나가요,웬 여자 목소리? 그것도 한국 사람이네요?
웬 여자 목소리? 그것도 한국 사람이네요?,아 내가 말 안했던가? 새로 뽑은 비서가 한국 사람이야
아 내가 말 안했던가? 새로 뽑은 비서가 한국 사람이야,아 그래요?
아 그래요?,어 아무튼 나 지금 소름끼치게 바쁘니까 나중에 통화해
어 아무튼 나 지금 소름끼치게 바쁘니까 나중에 통화해,알았어요 나중에 봐요
알았어요 나중에 봐요,근무중에 영상통화하는 건 아니지 않나?
누구랑 그렇게 꿀 떨어지게 통화해? 남친?,어유 그게 무슨 말씀이세요? 저희 처형 남친 없어요 일과 결혼하신분이 무슨 남친이
어유 그게 무슨 말씀이세요? 저희 처형 남친 없어요 일과 결혼하신분이 무슨 남친이,남은 시음회 잘 진행하고 이사장은 내일 공항에서 봐
남은 시음회 잘 진행하고 이사장은 내일 공항에서 봐,네
와 큰일날뻔했네 저기 처형 절대 김이사 앞에서 연애하는거 티내면 안된다규요,예? 왜요?
예? 왜요?,아니 글쎄 김이사님이 사내에서 권사님으로 불린대요
아니 글쎄 김이사님이 사내에서 권사님으로 불린대요,권사님? 왜요 뭐 교회다니시나?
권사님? 왜요 뭐 교회다니시나?,"아니 그게 아니라 연애, 결혼, 임신 등등 뭐 일 말고 신경쓸게 많은 사람들을 그냥 가차없이 권고 사직 때린다고해서 권사님 저기 저분은 이혼남 저분은 기러기 아빠 처형은 애인없는 노처녀"
"아니 그게 아니라 연애, 결혼, 임신 등등 뭐 일 말고 신경쓸게 많은 사람들을 그냥 가차없이 권고 사직 때린다고해서 권사님 저기 저분은 이혼남 저분은 기러기 아빠 처형은 애인없는 노처녀",네?
네?,로 알고 계시는거 같으니까 절대 연애하는거 들키면 안된다규요 내일 일본 출장도 같이 가잖아요
가는길에 이것좀 버려줘요,볼 때마다 뭘 주네. 과장님 한달이나 드셔놓고 못주신다고 그러면 어떡해요
볼 때마다 뭘 주네. 과장님 한달이나 드셔놓고 못주신다고 그러면 어떡해요,아 변비 안나으면 돈 안줘도 된다면서요
아 변비 안나으면 돈 안줘도 된다면서요,"과장, 과장님! 헬리코박터균만도 못한 새끼. 화장실 앞에서 기다릴때 변기 터져라 똥싸는 소리 다들었고만. 그래, 그 돈 아껴서 벽에 똥칠할때까지 잘 먹고 잘 살아라! 또 이집이네. 배달하다 걸리면 한시간은 기본인데. 정신차리자 라미란"
아이고 아주머니 안녕하세요,"제가 전화가 와서요, 여보세요?"
"제가 전화가 와서요, 여보세요?",접니다 아주머니
접니다 아주머니,저한테 왜 전화를
저한테 왜 전화를,요새 몇일동안 통 얼굴이 안보여서 걱정이 되서 전화해봤죠
요새 몇일동안 통 얼굴이 안보여서 걱정이 되서 전화해봤죠,뭐 걱정씩이나
뭐 걱정씩이나,"당연히 걱정해야죠. 거울 속 제 모습 다음으로 많이 보는 아주머닌데, 서로 이렇게 안부정도는 챙겨주는게 사람 사는 정 아니겠어요? 아참 그 얘기 들으셨어요? 윗동에 사는 기러기 아빠, 얼마전에 고독사했는데, 일주일 뒤에 발견됐대요"
"당연히 걱정해야죠. 거울 속 제 모습 다음으로 많이 보는 아주머닌데, 서로 이렇게 안부정도는 챙겨주는게 사람 사는 정 아니겠어요? 아참 그 얘기 들으셨어요? 윗동에 사는 기러기 아빠, 얼마전에 고독사했는데, 일주일 뒤에 발견됐대요","세상에 어쩌다가, 안됐네요"
"세상에 어쩌다가, 안됐네요","그러게요. 저는 예전에 어렸을 때는 그냥 독사가 가장 무서운줄 알았는데, 나이들고 보니까 독사보다는 고독사라는 녀석이 더 무서워요. 저 그래서요, 저도 이렇게 매일, 야쿠르트 배달시켜 먹고 있거든요. 혹시 혼자 있다가 쓰러져도, 매일 이렇게 누군가 와주는 사람이 있다 생각하면 안심이 되기도 하구요. 머리 아프신가봐요?"
"그러게요. 저는 예전에 어렸을 때는 그냥 독사가 가장 무서운줄 알았는데, 나이들고 보니까 독사보다는 고독사라는 녀석이 더 무서워요. 저 그래서요, 저도 이렇게 매일, 야쿠르트 배달시켜 먹고 있거든요. 혹시 혼자 있다가 쓰러져도, 매일 이렇게 누군가 와주는 사람이 있다 생각하면 안심이 되기도 하구요. 머리 아프신가봐요?",요즘 스트레스때문에 편두통이 생겨서요
요즘 스트레스때문에 편두통이 생겨서요,저기요! 두통에는 약을 얼마나 드셔야 되는지 혹시 아세요?
저기요! 두통에는 약을 얼마나 드셔야 되는지 혹시 아세요?,한알이나 두알 먹으면 되는거 아니에요
한알이나 두알 먹으면 되는거 아니에요,아니죠 두통이니까 두통! 두통 드셔야죠 두통. 아이고 진짜 머리가 많이 아프신가보다 잠깐만요
아니죠 두통이니까 두통! 두통 드셔야죠 두통. 아이고 진짜 머리가 많이 아프신가보다 잠깐만요,뭐하시는 거에요!
뭐하시는 거에요!,"아 가만히 있어요. 이렇게요, 하루에 한 5분이나 10분정도 이렇게 해주면은 잔병치례도 없어지고, 이 머리숱도 막 많이 나와요. 저를 보세요! 저도 옛날에는 머리숱이 없어가지고 별명이 대머리독수리. 대독이었는데 지금 이렇게 머리가 검정머리카락이 위로 막"
자기야 근데 이 때가 언제야? 옷 좀 따뜻하게 입으라니까. 말 진짜 안들어요.,아 1989년 1월.
아 1989년 1월.,와 너 별걸 다 기억한다. 이 날이 너의 인생의 날이지? 그치? 30년이 다 된 일을 어떻게 그렇게 정확하게 기억하냐. 나에 대한 모든걸 기억하는구나?
와 너 별걸 다 기억한다. 이 날이 너의 인생의 날이지? 그치? 30년이 다 된 일을 어떻게 그렇게 정확하게 기억하냐. 나에 대한 모든걸 기억하는구나?,노안 왔냐? 여 날짜 밑에 박혀있잖아. 민망하지? 민망할텐데? 물 줘?
노안 왔냐? 여 날짜 밑에 박혀있잖아. 민망하지? 민망할텐데? 물 줘?,됐어. 너나 많이 쳐먹어.
구대영 나와.,내가?
내가?,응.
응.,아 이 형이 움직였지.
아 이 형이 움직였지.,으으으으음 어 몰라. 너 얼굴이 움직였어. 나와.
으으으으음 어 몰라. 너 얼굴이 움직였어. 나와.,진짜 씨
진짜 씨,얼굴 움직였어.
얼굴 움직였어.,무궁화 꽃이 피었습니다. 
무궁화 꽃이 피었습니다. ,흐아아
흐아아,헤헤헤 술래.
헤헤헤 술래.,아 잠깐 스톱. 아 사기꾼.
아 잠깐 스톱. 아 사기꾼.,되게 못한다.
수지씨 잡았어요. 술래에요. ,하하 네. 감사합니다. 
하하 네. 감사합니다. ,자. 빨리 술래해. 와아아
"다, 당신인데! 왜 걸어나와? 귀신이세요?",귀신이라뇨? 멀쩡히 살아있는 사람이거든요? 아니 그리고 귀신이 어떻게 요구르트를 시켜먹습니까?
귀신이라뇨? 멀쩡히 살아있는 사람이거든요? 아니 그리고 귀신이 어떻게 요구르트를 시켜먹습니까?,"등, 등에 칼 맞은 것처럼 피, 핏자국도 있었는데?"
"등, 등에 칼 맞은 것처럼 피, 핏자국도 있었는데?",등이요?
맞네. 내가 지난달에 시켜먹었던건데.,한 달도 지난 걸.
한 달도 지난 걸.,하여튼. 아줌마때문에 깜짝 놀랐잖아요. 책임져요.
하여튼. 아줌마때문에 깜짝 놀랐잖아요. 책임져요.,나야말로 얼마나 놀랬는지 알아요? 다 책임져요!
나야말로 얼마나 놀랬는지 알아요? 다 책임져요!,야쿠르트 서비스 좀 줘요.
야쿠르트 서비스 좀 줘요.,뭐하세요? 시간 없는데. 제 생각엔 이게 더 잘 어울릴 것 같은데요.
아무래도 고시원은 고문기술자가 설계한 것 같다. 천국과 지옥을 판자떼기 하나로 갈라놓고. 여 있으면 희노애락이 다 들린다.,그래. 네 말이 맞다.
그래. 네 말이 맞다.,내 말 아이다. 웹툰에서 본 거다.
내 말 아이다. 웹툰에서 본 거다.,"공시생이 웹툰도 챙겨 보냐? 아, 공시생들 마음고생 많은 건 티비에서 본 거랑 똑같네. 이건 미디어가 만들어낸 이미지 아니지?"
"공시생이 웹툰도 챙겨 보냐? 아, 공시생들 마음고생 많은 건 티비에서 본 거랑 똑같네. 이건 미디어가 만들어낸 이미지 아니지?","결정했나, 니는. 노량진. 올 거가?"
"결정했나, 니는. 노량진. 올 거가?",글쎄. 아깐 할 수 있을 것 같았는데. 만만치 않을 것 같다.
글쎄. 아깐 할 수 있을 것 같았는데. 만만치 않을 것 같다.,"그래, 만만치 않은 곳이지. 생각 잘 해."
특공대 눈 떠라 눈,택이네? 택이 안녕
택이네? 택이 안녕,어 안녕. 잠 못 잤냐?
어 안녕. 잠 못 잤냐?,응.
응.,덕선아
택이 너 언제 왔냐,어젯밤에
어젯밤에,너 다리도 아픈 놈이 웬일이냐
너 다리도 아픈 놈이 웬일이냐,덕선아 나 한영 사전 좀 빌려줘
덕선아 나 한영 사전 좀 빌려줘,내꺼? 내꺼 빌리러 온거야 그 다리로?
내꺼? 내꺼 빌리러 온거야 그 다리로?,너 한영사전 없어?
너 한영사전 없어?,어. 없어.
어. 없어.,그랬나? 그치. 얘 책 완전 새거잖아. 비싼 새책 사느니 특공대한테 빌리는게 낫지.
그랬나? 그치. 얘 책 완전 새거잖아. 비싼 새책 사느니 특공대한테 빌리는게 낫지.,닥쳐
닥쳐,너 다리는 괜찮아?
너 다리는 괜찮아?,인대 살짝 늘어난거야 괜찮아
인대 살짝 늘어난거야 괜찮아,선우야 그럼 여기 있어 내가 금방 갖고 나올게
선우야 그럼 여기 있어 내가 금방 갖고 나올게,아니야 아니야 나 이정도는 걸을 수 있어
아니야 아니야 나 이정도는 걸을 수 있어,야야
야야,괜찮아 괜찮아
괜찮아 괜찮아,"덕선아 괜찮아. 괜찮아. 어 아니야 반대, 그럼 반대, 반대를 해줄래? 어. 괜찮아. 아니, 어. 덕선아 괜찮아. 내가, 괜찮아. 괜찮아 괜찮아 괜찮아. 야 어 저 계단 조심해. 어어."
사진찍는다고 아침부터 설쳤더니 완전 피곤하네. 오후수업만 아니었어두 집에 가서 잠이나 자는건데. 그치?,그러게요.
그러게요.,그나저나 오늘 고쓰 뭐야? 남의 일에 신경 안쓰기로 유명한 고쓰가 갑자기 나서가지구 박교수를 황교수보다 앞에 세우고 막 엄청 챙기데?
그나저나 오늘 고쓰 뭐야? 남의 일에 신경 안쓰기로 유명한 고쓰가 갑자기 나서가지구 박교수를 황교수보다 앞에 세우고 막 엄청 챙기데?,챙기긴요. 종합반에 땜빵으로 끼워넣은 것 땜에에 술꼬장 부린거 알고 계시잖아요 민교수님두. 그거땜에 미안해서 그런 거 같은데
챙기긴요. 종합반에 땜빵으로 끼워넣은 것 땜에에 술꼬장 부린거 알고 계시잖아요 민교수님두. 그거땜에 미안해서 그런 거 같은데,그른가. 아무튼 잘됐지뭐. 이 기회에 인지도 팍팍 살면 좋잖아요 하하.
그른가. 아무튼 잘됐지뭐. 이 기회에 인지도 팍팍 살면 좋잖아요 하하.,본의 아니게 죄송해요 언니. 기분 푸세요.
본의 아니게 죄송해요 언니. 기분 푸세요.,"아니야, 야. 어우 야, 풀고 말고 할 게 뭐 있어. "
"아니야, 야. 어우 야, 풀고 말고 할 게 뭐 있어. ",그래 그래 그래. 황교수도 아끼는 동생인데. 
아저씨 택이 어제 저녁은 먹었어요?,아니. 오늘 아침도 안먹는다. 니가 가서 데리고와라.
아니. 오늘 아침도 안먹는다. 니가 가서 데리고와라.,아. 대회때는 저도 잘 못건드리겠어요. 건들면 톡하고 죽을거같아가지고.
다녀오겠습니다 ,아유 이사람아 가긴 어딜가 
아유 이사람아 가긴 어딜가 ,예 아 맞다   그치 이제 알람 울려도 갈때가 없구나   나 기다려주던 우리 엄마가 없으니까   엄마가 해주는 밥 진짜 먹고싶다 
야. 저 정도면 C컵이가.,뭐하냐 너?
뭐하냐 너?,묻잖아.
묻잖아.,"아, 뭐야, 씨."
야야 택아 내가 이제 술먹고 놀면 성덕선이 아니야 니 딸이야 딸,나 열받으라고 일부러 그러냐? 내가 싫다고 그랬잖아
나 열받으라고 일부러 그러냐? 내가 싫다고 그랬잖아,아 진짜 씨. 택아 택아 어? 한번만 회식이잖아 일 일 아 택아 
아따 황사장 피시방이 생각보다 크네,아유 그럼요 요즘 소규모로해선 안돼요. 이렇게 대규모로 해야지
아유 그럼요 요즘 소규모로해선 안돼요. 이렇게 대규모로 해야지,나보다 한참 모자란 놈인데 배아파 죽겄다. 아고 배야 
아줌마아줌마아줌마 스토오옵. 아줌마 남의 차를 긁고 그냥 가면 어떡해요?,저 아니에요
저 아니에요,아니긴 뭐가 아니여 나가봤는디. 가만 라부장아니여?
아니긴 뭐가 아니여 나가봤는디. 가만 라부장아니여?,"저, 저 아니거든요"
"저, 저 아니거든요",아이 라부장님 맞네 입술보니까. 아 이게 얼마만이에요. 어떻게 지내셨어요?
아이 라부장님 맞네 입술보니까. 아 이게 얼마만이에요. 어떻게 지내셨어요?,어디서 뭐하나 궁금했는디 딱 적성에 맞는 일 하고 있었네 
어디서 뭐하나 궁금했는디 딱 적성에 맞는 일 하고 있었네 ,배달이 적성에 맞는진 몰라도 운전실력은 영 꽝이네요. 아이 사장님 차 긁어놓고 어떡할거에요?
배달이 적성에 맞는진 몰라도 운전실력은 영 꽝이네요. 아이 사장님 차 긁어놓고 어떡할거에요?,뭐 별로 티도 안나는구만 왜 이렇게 호들갑들이에요
뭐 별로 티도 안나는구만 왜 이렇게 호들갑들이에요,새차에 기스를 내놓고 호들갑? 최소 삼십은 나올 것 같은데 어쩔거여. 당장 물어내
새차에 기스를 내놓고 호들갑? 최소 삼십은 나올 것 같은데 어쩔거여. 당장 물어내,지금 돈 없어요. 나중에 생기면 입금할테니까 연락하세요. 
지금 돈 없어요. 나중에 생기면 입금할테니까 연락하세요. ,무슨 개풀 뜯어먹는 소리여 당장 물어내
무슨 개풀 뜯어먹는 소리여 당장 물어내,저 퇴직할 때 퇴직금도 다 안줬잖아요. 그걸로 퉁쳐요 그럼
저 퇴직할 때 퇴직금도 다 안줬잖아요. 그걸로 퉁쳐요 그럼,중간에 정산해서 다 갖다써놓고 뭔소리여. 당장물어내 어?
중간에 정산해서 다 갖다써놓고 뭔소리여. 당장물어내 어?,아 말도 안되는 소리하지말고 당장 세워요 이거
아 지금 뭐하는거예요? 빨리 내 전동차에서 내려요,돈 가져와서 찾아가 
"사장님, 사장님이 여기 어떻게?",영자씨 보고 싶어서 왔지. 놀래켜주러 몰래 왔다가 내가 더 소름끼치게 놀랐네. 어떻게 된 거야? 뭔 사고를 쳤길래 유치장에 있어?
영자씨 보고 싶어서 왔지. 놀래켜주러 몰래 왔다가 내가 더 소름끼치게 놀랐네. 어떻게 된 거야? 뭔 사고를 쳤길래 유치장에 있어?,그게요... 말하자면 좀 긴데요...
그게요... 말하자면 좀 긴데요...,자 이영애씨. 나오세요. 여기 채권자씨가 대신 합의하셨어요. 
자 이영애씨. 나오세요. 여기 채권자씨가 대신 합의하셨어요. ,사장님이 대신 합의하셨어요?
사장님이 대신 합의하셨어요?,사장님이라니? 나 채권자 아니야? 아무리 비밀 연애 중이라지만 애인 이름을 채권자로 저장해놓는 여자가 어디... 아니 영자씨 살이 왜 이렇게 빠졌어? 유치장에서 마음 고생해서 그런가? 어떡해... 반쪽 됐네!
사장님이라니? 나 채권자 아니야? 아무리 비밀 연애 중이라지만 애인 이름을 채권자로 저장해놓는 여자가 어디... 아니 영자씨 살이 왜 이렇게 빠졌어? 유치장에서 마음 고생해서 그런가? 어떡해... 반쪽 됐네!,사장님~ 사장님... 너무 보고 싶었어요.
사장님~ 사장님... 너무 보고 싶었어요.,나도 보고 싶었어 영자씨.
조용히 해! 이번주는 안돼. 딴데가서 놀아.,왜 시합있어?
왜 시합있어?,어. 흐트지.
어. 흐트지.,후지쯔.
후지쯔.,아. 얼른 썩 꺼지시지.
아. 얼른 썩 꺼지시지.,수연아. 나 정말 조용히 부루마블만 할게. 정말 조용히 있을게. 그러니까 집에 학주도 있고 여러가지 복잡하니까 제발 집에가란 말만 하지말아줘. 그러면은 내가 집에 갈게.
수연아. 나 정말 조용히 부루마블만 할게. 정말 조용히 있을게. 그러니까 집에 학주도 있고 여러가지 복잡하니까 제발 집에가란 말만 하지말아줘. 그러면은 내가 집에 갈게.,안돼. 절대안돼. 너는 믿어도 니 입은 못믿어. 썩 꺼지시지.
안돼. 절대안돼. 너는 믿어도 니 입은 못믿어. 썩 꺼지시지.,간다간다 집에가. 어? 집에 갈거야. 집!
"그려, 오늘 또 영업들 파이팅이여. 화이팅 아녀, 입술을 물어. 퐈이팅. 나가들 봐","아, 그 전에. 축하드립니다, 조사장님."
"아, 그 전에. 축하드립니다, 조사장님.","아따, 남사스럽게 언제 이런걸 준비했디야."
"아따, 남사스럽게 언제 이런걸 준비했디야.","이렇게 경사스러운 날 그냥 넘어갈 수 있어야죠. 윤대리님, 그것도 갖고와요."
"이렇게 경사스러운 날 그냥 넘어갈 수 있어야죠. 윤대리님, 그것도 갖고와요.","알았어, 짜잔."
참말로 회사생활 맛깔나게 혀.,이게 다 훌륭한 사장님 밑에서 배워서 그렇습니다. 앞으로 더욱더 분발하겠습니다.
이게 다 훌륭한 사장님 밑에서 배워서 그렇습니다. 앞으로 더욱더 분발하겠습니다.,"그려. 지성넘치는 지성사가 나의 회사다 생각하고 발바닥에 땀나도록 열심히 혀. 이 회사의 주인은 누구다? 누구다? 그려, 이 마음 잊지말고 열심히 뛰어, 파이팅."
그리고 윤대리. 새파랗게 어린 영업맨들한테 밀린거 쪽팔리지도 않어? 분발혀.,이미 분발하고 있지만 좀 더 분발하도록 노력하겠습니다.
이미 분발하고 있지만 좀 더 분발하도록 노력하겠습니다.,"제발 일 좀 따와, 모가지 확 따버리기 전에. 정과장은 따라와."
"제발 일 좀 따와, 모가지 확 따버리기 전에. 정과장은 따라와.","아아, 저기, 윤대리님. 세탁소에서 제 옷 좀 찾아다 주세요. 그리고 구두도요. 제 단골 구두방 어딘지 아시죠?"
"아아, 저기, 윤대리님. 세탁소에서 제 옷 좀 찾아다 주세요. 그리고 구두도요. 제 단골 구두방 어딘지 아시죠?","알았어. 아휴, 과장달더니 그냥 밥먹듯이 나한테 심부름 시켜대고. 많이 컸다, 정대리."
"알았어. 아휴, 과장달더니 그냥 밥먹듯이 나한테 심부름 시켜대고. 많이 컸다, 정대리.","진짜 많이 크셨어요, 정과장님. 아니 도대체 깔창을 얼마나 끼신 거에요?"
"진짜 많이 크셨어요, 정과장님. 아니 도대체 깔창을 얼마나 끼신 거에요?",수현엄마 힐보다 높더라. 다녀올게.
수현엄마 힐보다 높더라. 다녀올게.,스잘. 이거 인쇄판 작업 좀 넘겨.
스잘. 이거 인쇄판 작업 좀 넘겨.,네. 누나. 코피나요. 것도 쌍코피.
박계장 생일선물로 줄 것이여. 이정도면 섭섭하단 소리는 못하겠지?,"아 그럼요, 찔끔찔끔 줘 봤자 티도 안나고 이렇게 한 방, 한 방이 중요하다니까요."
"아 그럼요, 찔끔찔끔 줘 봤자 티도 안나고 이렇게 한 방, 한 방이 중요하다니까요.",역시 자네는 생긴것보다 훨씬 능력있는 사람이여.
역시 자네는 생긴것보다 훨씬 능력있는 사람이여.,"깜짝이야, 이양 때문에 애 떨어질 뻔했잖여."
"깜짝이야, 이양 때문에 애 떨어질 뻔했잖여.","아닌데, 남자는 애 못 떨어지는데. 딴 게 떨어지면 모를까. 사장님, 진짜 구리게 이러실거에요?"
"아닌데, 남자는 애 못 떨어지는데. 딴 게 떨어지면 모를까. 사장님, 진짜 구리게 이러실거에요?",나가 무신 구린짓을 했다고 그려?
나가 무신 구린짓을 했다고 그려?,"영업직은 발에 채이게 뽑으시면서, 디자이너는 왜 안뽑아 주시는 건데요?"
"영업직은 발에 채이게 뽑으시면서, 디자이너는 왜 안뽑아 주시는 건데요?","아이 안 뽑는게 아니고, 모집광고를 냈는데도 면접보러 오는 사람이 없는데 어쩌란 것이여?"
"아이 안 뽑는게 아니고, 모집광고를 냈는데도 면접보러 오는 사람이 없는데 어쩌란 것이여?",월급을 개떡같이 책정해놓으니까 안오죠. 주6일 근무에 80만원 받고 누가와서 일해요?
월급을 개떡같이 책정해놓으니까 안오죠. 주6일 근무에 80만원 받고 누가와서 일해요?,누가와서 일하긴? 청년실업 100만을 찍었잖여. 일하고 싶다고 난리를 치면서 왜 안오는 것이여?
누가와서 일하긴? 청년실업 100만을 찍었잖여. 일하고 싶다고 난리를 치면서 왜 안오는 것이여?,"저희 땐 안그랬다니까요? 요즘 우리나라 젊은이들 열정, 열정이 없다니까요 열정이."
"저희 땐 안그랬다니까요? 요즘 우리나라 젊은이들 열정, 열정이 없다니까요 열정이.",아닌데. 열정페이 어쩌구 지랄하는 꼰대 때문에 일하기 싫은건데? 저도 디자이너 안뽑아주면 확 관둘거에요.
막 막걸리 여어 여기 막걸리 파는데 맞지? 막걸리 하나 줘요.,아뇨 아뇨 여긴 막걸리 파는데가 아니라 시음행사장인데요 이제 끝났습니다. 술도 다 떨어졌구요.
아뇨 아뇨 여긴 막걸리 파는데가 아니라 시음행사장인데요 이제 끝났습니다. 술도 다 떨어졌구요.,사람 가려서 받는거야 이거? 여기 딱 써있잖아 여기 막걸리 여기 돈있어 돈있어.
사람 가려서 받는거야 이거? 여기 딱 써있잖아 여기 막걸리 여기 돈있어 돈있어.,아뇨 아뇨 아뇨
아뇨 아뇨 아뇨,이거 막걸리 아니야 이거
이거 막걸리 아니야 이거,아뇨 아뇨 아뇨
아뇨 아뇨 아뇨,가만있어봐 안주 필요 없어 안주 내가 이거
가만있어봐 안주 필요 없어 안주 내가 이거,아냐.
아냐.,이거 먹으면 되니까
이거 먹으면 되니까,저기 이미 많이 취하신거 같은데 그만 드세요. 아니 아니 아니 그만.
저기 이미 많이 취하신거 같은데 그만 드세요. 아니 아니 아니 그만.,줘! 줘!
줘! 줘!,아뇨
아뇨,우와 무슨 주모가 이렇게 힘이 쎄. 장사네 장사. 어? 우어 그러고보니까 주모가 아니고 주몽이야 주몽. 여봐라 강철검을 대령하라! 막걸리를 대령하라!
우와 무슨 주모가 이렇게 힘이 쎄. 장사네 장사. 어? 우어 그러고보니까 주모가 아니고 주몽이야 주몽. 여봐라 강철검을 대령하라! 막걸리를 대령하라!,그만하고 가세요.
그만하고 가세요.,그러지 말고 줘봐. 내가 딱 한잔만 하고 갈게. 어? 오 어다 없어졌어 어디다 숨긴거야 어디다? 어디다 숨겼어? 여기다 숨겼나?
그러지 말고 줘봐. 내가 딱 한잔만 하고 갈게. 어? 오 어다 없어졌어 어디다 숨긴거야 어디다? 어디다 숨겼어? 여기다 숨겼나?,이 아저씨가 미쳤나? 미쳤나? 진짜 이씨. 이 아저씨가 미쳤나? 어머어머어머! 어머! 빨리 줘요 줘! 내놔! 찍지마요! 찍지마요!
이 아저씨가 미쳤나? 미쳤나? 진짜 이씨. 이 아저씨가 미쳤나? 어머어머어머! 어머! 빨리 줘요 줘! 내놔! 찍지마요! 찍지마요!,물물교환 막걸리 막걸리 물물
물물교환 막걸리 막걸리 물물,진짜! 빨리줘! 어디 아저씨가 진짜 빨리 줘요. 야이 빨리 줘!
야 줘 줘줘 야 줘 줘 아 줘 읽었어?,못 읽었어
못 읽었어,얼른 들어가
"발이 안 떨어진다. 발이 안떨어져. 참, 정환아 네 교복하고 교련복 다려서 엄마가 네 방에 넣어놨거든?",가라! 가라! 얼른 가라. 우리가 알아서 할게. 이 골목을 떠나거라 나가놀아라
가라! 가라! 얼른 가라. 우리가 알아서 할게. 이 골목을 떠나거라 나가놀아라,"아, 저기!"
오랜만이다,아 아파 왜 그래
아 아파 왜 그래,너무 반가워서 
너무 반가워서 ,아 저 
살이 쪼매 빠진거 안 같나?,요 볼이 좀 빠졌네 코도 좀 살이 빠졌고
요 볼이 좀 빠졌네 코도 좀 살이 빠졌고,맞나
오빠 죽은거 아니제?,아니다 숨 쉰다
아니다 숨 쉰다,죽은 것 같은데
가자!,어딜요?
어딜요?,내가 소름끼치게 끝내주는 호텔 잡아놨어~
내가 소름끼치게 끝내주는 호텔 잡아놨어~,호텔요?
호텔요?,몇 달만에 보는 건데 아무 데나 갈 순 없잖아. 그리고 짜잔~ 어때? 죽이지~ 제주도에 왔는데 이 정도 타줘야 하지 않겠어? 뭐해? 빨리 타!
이게 뭐야,거북이
거북이,하 무슨 뜻인데
하 무슨 뜻인데,영원한 사랑
영원한 사랑,프로포즈한다며 이게 끝이야?
프로포즈한다며 이게 끝이야?,아니
아니,덕선아 사랑해
야 마이콜 너 혈액적법 구했어? 이 새끼 지금 잠이 오냐?,선우야 세상에서 제일 중요한게 공부가 아니다 인맥관리 지인인사대천명 모리나 니? 
선우야 세상에서 제일 중요한게 공부가 아니다 인맥관리 지인인사대천명 모리나 니? ,야 알았으니까 구했냐고 너 걔랑 친하다매
야 알았으니까 구했냐고 너 걔랑 친하다매,올 때가 됬는데 이 새끼가 아이고 김사장
올 때가 됬는데 이 새끼가 아이고 김사장,아이고 김사장 반갑구만 반가워요 반갑워요
아이고 김사장 반갑구만 반가워요 반갑워요,물건은 갖고왔지?
물건은 갖고왔지?,돈내놔 서른마흔육십일억
돈내놔 서른마흔육십일억,알았다 계좌로 쏴줄게
알았다 계좌로 쏴줄게,알았또 여깄다
알았또 여깄다,고맙다 신세갚을게
고맙다 신세갚을게,에이 뭐 서울깍쟁이 티네나 신세는 뭐 신세고 야 니 삐삐번호 뭐고? 니 나한테 쿠폰 하나 줄거있다 꼭 갚아라잉 
에이 뭐 서울깍쟁이 티네나 신세는 뭐 신세고 야 니 삐삐번호 뭐고? 니 나한테 쿠폰 하나 줄거있다 꼭 갚아라잉 ,그래 알았다 015 273 0917
그래 알았다 015 273 0917,0917?
0917?,응
응,오케이 야 마이콜 내 간다 교수님 호출 수고잉
오케이 야 마이콜 내 간다 교수님 호출 수고잉,고맙다잉
고맙다잉,아이고 반가웠어 반가웠어
뭐? ,왠 유부초밥
왠 유부초밥,어 공명이 주려고 어제 나 업고 고시원까지 데려다준거 고마워서
어 공명이 주려고 어제 나 업고 고시원까지 데려다준거 고마워서,너 업어준거 기범이 였는데?
너 업어준거 기범이 였는데?,뭐 아닌데 얼핏 눈떴을때 분명 공명이였는데 공명인줄 알고 뭐라고 떠들었던 기억도 나는데 뭐라고 떠들었지는 기억이 안나서
