Q,A
아 씨 드럽게 진짜!,누가 언제 큰거라그랬냐!
누가 언제 큰거라그랬냐!,나도 화장실.
한국분이세요?,"예, 인천이나 김포 제일 빠른걸로 한장 주세요"
"예, 인천이나 김포 제일 빠른걸로 한장 주세요","죄송합니다만, 오늘 인천 김포행 항공은 이미 마감됐구요. 부산행 비행기는 아직 남아있습니다. 그거라도 도와드릴까요?"
"죄송합니다만, 오늘 인천 김포행 항공은 이미 마감됐구요. 부산행 비행기는 아직 남아있습니다. 그거라도 도와드릴까요?",예 주세요
예 주세요,"저기, 죄송합니다만 좌석이"
"저기, 죄송합니다만 좌석이","그래, 1등석이라도 남아있는게 어디야. 뭐가 이렇게 많아?"
와인리스트 갔다드릴까요 손님?,"와인은 됐고, 1등석은 1등으로 내리는거 맞죠? 제가 좀 급한일이 있어서. 서울역 한장이요, 죄송합니다. 제가 정말 급한 일이 있어서요. 죄송합니다, 죄송합니다. 죄송합니다"
"거봐요, 조사장 재계약 안 하는거 맞잖아요.","아이 그나저나 새 사장님, 영국 신사처럼 기품이 뚝뚝 흐르시는게 아주 조사장이랑 영 딴판이네."
"아이 그나저나 새 사장님, 영국 신사처럼 기품이 뚝뚝 흐르시는게 아주 조사장이랑 영 딴판이네.","저렇게 로또같은 새 사장님을 다 보내주시고, 그 동안 내가 착하게 산 보람이 있네?"
"저렇게 로또같은 새 사장님을 다 보내주시고, 그 동안 내가 착하게 산 보람이 있네?",아닌데. 그 동안 착하게 안 사셨는데.
아닌데. 그 동안 착하게 안 사셨는데.,네가 뭘 알아.
아 뜨거!,왜요 라부장님?
왜요 라부장님?,아니 조사장한테 반항 하느라고 전기방석 온도를 너무 높게 해놨더니 엉덩이가 뜨거워서 아유 엉덩이에서 불날뻔했네
아니 조사장한테 반항 하느라고 전기방석 온도를 너무 높게 해놨더니 엉덩이가 뜨거워서 아유 엉덩이에서 불날뻔했네,아유 저도 조사장한테 반항 하느라고 커피 믹스를 한꺼번에 세개 타먹었더니 아유 계속 속쓰려 죽겠네 이거
아유 저도 조사장한테 반항 하느라고 커피 믹스를 한꺼번에 세개 타먹었더니 아유 계속 속쓰려 죽겠네 이거,하유 아 아껴 쓰라고 잔소리 하기 전에 어? 맞춤법 공부나 할것이지 이게 뭐냐
하유 아 아껴 쓰라고 잔소리 하기 전에 어? 맞춤법 공부나 할것이지 이게 뭐냐,저거 어떻게 읽어야 돼요? 끌 끊다?
저거 어떻게 읽어야 돼요? 끌 끊다?,끌다 안난다
끌다 안난다,스잘 그건 또 뭐야?   
스잘 그건 또 뭐야?   ,아 조사장님 인터뷰 한 기사예요 친척들한테 돌린다고 아주 크게 확대해 뽑아놓으랬거든요 
아 조사장님 인터뷰 한 기사예요 친척들한테 돌린다고 아주 크게 확대해 뽑아놓으랬거든요 ,하이에나처럼 생긴 주제에 한 장 줘봐! 나중에 심심 할때 낙서나 하게
하이에나처럼 생긴 주제에 한 장 줘봐! 나중에 심심 할때 낙서나 하게,낙서
낙서,아이 뭐 그렇게 얼굴 사진을 크게 뽑았대?
아이 뭐 그렇게 얼굴 사진을 크게 뽑았대?,옘병 오사랄 라부장 감히 사장얼굴에 낙서가 뭐여? 낙서가?
옘병 오사랄 라부장 감히 사장얼굴에 낙서가 뭐여? 낙서가?,대박! 어머 조사장인줄
대박! 어머 조사장인줄,아 흉내 잘 내시네요 인간 복사기 넘버원 따로 없어요
아 흉내 잘 내시네요 인간 복사기 넘버원 따로 없어요,그래? 그럼 어디 본격적으로 흉내 한 번 내볼까 응?
그래? 그럼 어디 본격적으로 흉내 한 번 내볼까 응?,옘병 오사랄   
옘병 오사랄   ,어우 깜짝이야
어우 깜짝이야,이런 순 사무실에 도둑놈들 뿐이구먼 나가 보일러 끄라고 혔어 안혔어? 휴지 네칸 이하로 쓰라고 혔어? 안혔어? 
이런 순 사무실에 도둑놈들 뿐이구먼 나가 보일러 끄라고 혔어 안혔어? 휴지 네칸 이하로 쓰라고 혔어? 안혔어? ,아유 아이 죄송합니 죄송합니다 사장님 저 휴지 대신 저 요 신문지로 하겠습니다요
아유 아이 죄송합니 죄송합니다 사장님 저 휴지 대신 저 요 신문지로 하겠습니다요,이건 내 얼굴이잖여? 옘병 오사랄 
이건 내 얼굴이잖여? 옘병 오사랄 ,이것이 뭐 하는 짓들이여? 
정대리 정대리가 내 뒤에서 날 요로코롬 씹어 분지는 미처 몰랐구먼?,저 사장님 저 그게 아 아니라요 저   
그려 다들 맞춤법도 모르는 무식한 사장 밑에서 고생들이 많구먼?,사장님 저흰요
사장님 저흰요,레임덕? 근디 레임덕은 또 뭐여?
레임덕? 근디 레임덕은 또 뭐여?,아 그게
아 그게,이런 옘병 나가 모를줄 알고 그려? 덕! 그건 오리잖여 이상한 오리기만 혀봐이? 레임덕 공직자 임기말에 아랫사람들이 말을 안 듣는 현상 옘병 오사랄! 근데 이것들이!
어떻게 조사장 화 많이 난거 같은데,그래 봤자 어차피 떠날 사람인데 뭐 어때요 걱정 마요 좀 만 참고 견딤 돼요
너 완전 깨졌다며? 잘한다 새끼야. 동네 창피해서 너 다니겠냐?,택이 안녕
택이 안녕,택이 졌다며. 에라이
택이 졌다며. 에라이,"야 너 발렸다매. 그래, 이때쯤 한 번 질때 됐어. 요때쯤 한 번 딱 질 타이밍이거든."
"야 너 발렸다매. 그래, 이때쯤 한 번 질때 됐어. 요때쯤 한 번 딱 질 타이밍이거든.",실수야.
실수야.,실수 같은 소리하고 있네. 천재 바둑기사가 실수를 하면 쓰나.
실수 같은 소리하고 있네. 천재 바둑기사가 실수를 하면 쓰나.,난 뭐 맨날 이기냐?
난 뭐 맨날 이기냐?,"넌 맨날 이겨야 돼. 져서도 안되고, 징크스도 안되고, 슬럼프도 안되고, 똥도 싸, 아 똥은 싸라. 대신에 냄새가 나면 안돼."
"넌 맨날 이겨야 돼. 져서도 안되고, 징크스도 안되고, 슬럼프도 안되고, 똥도 싸, 아 똥은 싸라. 대신에 냄새가 나면 안돼.",야. 지금이 웃을때냐? 욕을 해 차라리. 욕을. 봐봐. 욕해봐. 이런 씨발 삐같네.
야. 지금이 웃을때냐? 욕을 해 차라리. 욕을. 봐봐. 욕해봐. 이런 씨발 삐같네.,야 선우야.
야 선우야.,이런 삐발 삐같네.
이런 삐발 삐같네.,너도 해봐
너도 해봐,빨리 해봐
빨리 해봐,이런 삐발 삐같네.
이런 삐발 삐같네.,야 병신아 욕을 제대로 해야지. 이런 삐발 삐같네!
야 병신아 욕을 제대로 해야지. 이런 삐발 삐같네!,이런 삐발 삐같네. 삐같네!
"에이, 증말. 분위기가 왜 이렇게 축축 쳐져? 거, 뭐 초상집이야? 어? 어떻게, 뭐 곡 한번 해줘?","뭐해, 뭐해, 뭐해. 분위기 띄운다며. 분위기 띄운다며."
"뭐해, 뭐해, 뭐해. 분위기 띄운다며. 분위기 띄운다며.","아, 예! 제가 확실히 띄우겠습니다."
아이 전무님이네. 귀찮아 죽겠네 진짜.,"받아봐요, 새 사장님에 대해서도 물어볼겸."
허 어머 내가 왜 여기서 자고있니,제가 눕혀드렸어요  업어가도 모르게 잔다는말 말로만 들었지 본건 처음이네요  샘 진짜 피곤하셨나봐요  
제가 눕혀드렸어요  업어가도 모르게 잔다는말 말로만 들었지 본건 처음이네요  샘 진짜 피곤하셨나봐요  ,미안 나 물좀 떠올게 
샘 괜찮아요?,너 죽을래?
너 죽을래?,샘 기껏 자체발광 최강미녀라고 적어놨더니 광녀를 만들어 버리면 어떡해
샘 기껏 자체발광 최강미녀라고 적어놨더니 광녀를 만들어 버리면 어떡해,뭐 뭐라는거야 아 이게 누구때문인데 확그냥 이건 또뭐야 
뭐 뭐라는거야 아 이게 누구때문인데 확그냥 이건 또뭐야 ,아 그것도 제 선물입니다 다이아 대따 크죠
아 그것도 제 선물입니다 다이아 대따 크죠,어우 진공명 이자식을 그냥 너 일로 않와??
"누나, 이거.",뭔데.
뭔데.,선물.
선물.,"응? 어허허허 어머, 어머.어우 어우 얘는 이거 언제 샀대? 백화점 문도 아직 안 열었을텐데. 택이 아직 밖에 있어? 아직 안갔지."
"응? 어허허허 어머, 어머.어우 어우 얘는 이거 언제 샀대? 백화점 문도 아직 안 열었을텐데. 택이 아직 밖에 있어? 아직 안갔지.",그거 택이 형이 준거 아닌데. 정환이 형이 준거야. 누나 크리스마스 선물이래. 그 형 미쳤나봐.
맛있다 이거.,내가 직접 탄 거야.
내가 직접 탄 거야.,진짜?
진짜?,아니. 야 너 진짜 큰일이다. 너 그래가지고 이 험한 세상 어떻게 살라고 그래? 세상은 그렇게 만만치가 않아요. 싫으면 싫다 아니면 아니다 정확하게 얘기 하고. 너 세상에 사기꾼이 얼마나 많은지 알아? 너는 그냥 호구야 호구. 너 정도면 하루에 열 번은 사기칠 수 있어. 웃지마.
물 좀 봐 이거. 아니 남에 집에 오는데 젖은 채로 오는 애가 어딨어? 도대체 생각이 없어 생각이 애가.,뭐라구?
뭐라구?,아이 됐어. 아휴.
아이 됐어. 아휴.,야 구대영.
야 구대영.,아 왜?
아 왜?,나 수건없어. 
나 수건없어. ,아니 그걸 들어갈때 가지고 들어갔어야지.
아니 그걸 들어갈때 가지고 들어갔어야지.,욕실 앞에다가 수건놓고 넌 열까지 세고 나와. 뒤돌아서.
욕실 앞에다가 수건놓고 넌 열까지 세고 나와. 뒤돌아서.,아 뭐? 야 여기 우리 집이거든?
아 뭐? 야 여기 우리 집이거든?,그래서 내 몸을 보겠다고?
그래서 내 몸을 보겠다고?,하..알았어 그래 하..
"네 전무님, 잘 지내셨어요?",라부장! 회산 별 일 없어? 나 안 보고싶어? 여기 중국일 진짜 소름끼치게
라부장! 회산 별 일 없어? 나 안 보고싶어? 여기 중국일 진짜 소름끼치게,"전무님 그런 안물안궁 중국발 뉴스는 넣어두시고요, 조사장 회사 관둔다면서요?"
"전무님 그런 안물안궁 중국발 뉴스는 넣어두시고요, 조사장 회사 관둔다면서요?",벌써 소문났어? 아부지 말론 조사장이 재계약 안한대서 새 사장 알아보는 중이래. 근데 여기.
벌써 소문났어? 아부지 말론 조사장이 재계약 안한대서 새 사장 알아보는 중이래. 근데 여기.,아 전무님 그 새 사장님에 대해서 좀 아시는거 있으세요?
아 전무님 그 새 사장님에 대해서 좀 아시는거 있으세요?,나야 모르지. 근데 여기 중국일 말야.
나야 모르지. 근데 여기 중국일 말야.,"전무님 와이파이이이이 레레레레레렉 걸렸나봐요, 끊을게요."
다들 퇴근 안하세요?,잘못하면 짤리게 생겼는데 퇴근이 문제야?
잘못하면 짤리게 생겼는데 퇴근이 문제야?,아휴 아부도 안먹히고 어떡하면 좋아요 진짜?
아휴 아부도 안먹히고 어떡하면 좋아요 진짜?,그러게 다들 왜그렇게 반항하셨어요
그러게 다들 왜그렇게 반항하셨어요,나 여기서 짤리면 진짜 큰일인데 어떡해
다들 퇴근도 안하고 일하는겨? 아따 보기 좋구먼.,전 오늘부터 아예 퇴근을 안하려고요. 회사에서 먹고 자고 일하면서 어떻게하면은 회사를 발전시키고 부흥시킬 수 있을지 연구하려 한답니다.
전 오늘부터 아예 퇴근을 안하려고요. 회사에서 먹고 자고 일하면서 어떻게하면은 회사를 발전시키고 부흥시킬 수 있을지 연구하려 한답니다.,허허허허 회사가 그렇게 중요혀?
허허허허 회사가 그렇게 중요혀?,아 그그그럼요 자나깨나 회사걱정이죠.
아 그그그럼요 자나깨나 회사걱정이죠.,이 한몸 불살라서 열심히 한번 해보겠습니다 사장님.
이 한몸 불살라서 열심히 한번 해보겠습니다 사장님.,그러믄 회사에 보탬이 될만한 계획이 하나 있응께 한번 읽어보드라고
그러믄 회사에 보탬이 될만한 계획이 하나 있응께 한번 읽어보드라고,아 예. 야 빨리 받아
아 예. 야 빨리 받아,계약직 전환 동의서? 뭐에요 사장님?
계약직 전환 동의서? 뭐에요 사장님?,"이 째깐한 회사에 부장, 과장, 대리 하나씩 있는거 영 불합리하잖혀. 앞으로 다들 계약직으로 돌릴껴!"
"이 째깐한 회사에 부장, 과장, 대리 하나씩 있는거 영 불합리하잖혀. 앞으로 다들 계약직으로 돌릴껴!",말도 안돼요.
말도 안돼요.,아유 갑자기 무슨소리
아유 갑자기 무슨소리,당장 싸인들혀! 나가 대신해줘? 
당장 싸인들혀! 나가 대신해줘? ,어 안돼요 안돼요 안돼요
어 안돼요 안돼요 안돼요,윤과장 줘봐 나가 해주랴?
"아이 전무님, 사장 바뀐다는거 좀 언질 좀 주시지.",아이 내 말이. 아니 시도 때도 없이 전화해서 쓸데없는 소리만 하고 말야.
자 하나. 둘. 셋. 넷.,야 천천히 세. 
야 천천히 세. ,다섯. 여섯. 일곱. 여덞. 아홉. 열. 나 나간다 이제. 너는 상의가 필
엄마보러왔는데요. 들어가도 되죠?,김씨아줌마 아들인가보네. 어. 엄마 안에 계셔. 들어가봐.
김씨아줌마 아들인가보네. 어. 엄마 안에 계셔. 들어가봐.,예. 감사합니다.
왜? 쌩얼이라고 놀릴라구? 내 쌩얼 처음보냐? ,아이 그니까 어? 야 이게 처음보는 것도 아닌데 뭐가 이렇게 못생겨가지고 내가 깜짝 놀라서 그런다 야 .
아이 그니까 어? 야 이게 처음보는 것도 아닌데 뭐가 이렇게 못생겨가지고 내가 깜짝 놀라서 그런다 야 .,이씨 이게 죽을래? 너 저 박스 버리려고 내놓은거지?
이사갈 때 슬램덩크 전권 넘기고 가라,야그거내가 얼마나 힘들게 구한건데 그걸 알았어 대신에 한번더해 내기 저기가서 펀치 똑같이 걸고
아뭐해 안오고 빨리와 ,어 알았어
늘 나오던대로 나왔네 ,아니 무슨 여자에가 육백이넘어 야 너 솔직히 말해 너 너 군대갔다왔지 너 특전사였지
아니 무슨 여자에가 육백이넘어 야 너 솔직히 말해 너 너 군대갔다왔지 너 특전사였지,죽을래 얼른 하기나 하셔
죽을래 얼른 하기나 하셔 얼마나왔냐 어? 몇점인데 나보다 많이 적게 나왔냐,나올만큼 나왔어
나올만큼 나왔어,오백도 안나온거 아니야 오백도 못 넘었냐 
오백도 안나온거 아니야 오백도 못 넘었냐 ,오백은 넘지
오백은 넘지,앞자리 한자리수만 볼께 야야 아이그 앞자리 하나만 볼께 그럼 뒤에서부터 볼까?
앞자리 한자리수만 볼께 야야 아이그 앞자리 하나만 볼께 그럼 뒤에서부터 볼까?,와 이거 이상해 점수가
와 이거 이상해 점수가,야 너 사백이야?
야 너 사백이야?,사백
사백,야이거 너무했다
누구야?,전데요? 이양
전데요? 이양,이양?
이양?,문 좀 열어주세요
문 좀 열어주세요,동의서에 싸인한겨?
동의서에 싸인한겨?,네
네,그려 잘 생각했구먼 이게 뭔 짓거리여?
그럼 이 종이는 이게 뭐여,어머 제꺼네요
어머 제꺼네요,뭐여 이양도 같은 을이라고 한패다 이거여?
뭐여 이양도 같은 을이라고 한패다 이거여?,아닌데 저는 1년에 한번씩 재계약하는거 귀찮아서 그냥 정규직하려고 하는 건데요?
아닌데 저는 1년에 한번씩 재계약하는거 귀찮아서 그냥 정규직하려고 하는 건데요?,일 좀 잘한다고 나가 봐줄라 그랬드만 그려 그러믄 나도 이판사판이여 전부 다 몽땅 짤라버릴테니께 
일 좀 잘한다고 나가 봐줄라 그랬드만 그려 그러믄 나도 이판사판이여 전부 다 몽땅 짤라버릴테니께 ,사장님 요즘 같은 세상에 그런 막가파 갑질이 통할거 같으세요? 근로 기준법 제1조 1항 모든 권력은 노동자로부터 나온다 제11조 모든 근로자는 근로 계약 앞에서 평등하다 제30조 2항 기업은 어떤 재해나 위험에서 근로자의 안전을 위협할 수 없다
사장님 요즘 같은 세상에 그런 막가파 갑질이 통할거 같으세요? 근로 기준법 제1조 1항 모든 권력은 노동자로부터 나온다 제11조 모든 근로자는 근로 계약 앞에서 평등하다 제30조 2항 기업은 어떤 재해나 위험에서 근로자의 안전을 위협할 수 없다,오
오,이렇게 법이 두 눈 시퍼렇게 뜨고 있는데 
이렇게 법이 두 눈 시퍼렇게 뜨고 있는데 ,맞아요 맞아요 다 나와있어요 그렇게
맞아요 맞아요 다 나와있어요 그렇게,맞아 맞아 맞아 맞아
네 네? 공명이가요?,그래 넌 대체 동생한테 어떻게 했길래 동생이 입원했다고 연락도 못하는거냐 제발 주변사람들한테 관심 좀 갖고 챙기면서 지내 너만 생각하지말고 응?
그래 넌 대체 동생한테 어떻게 했길래 동생이 입원했다고 연락도 못하는거냐 제발 주변사람들한테 관심 좀 갖고 챙기면서 지내 너만 생각하지말고 응?,일단 공명이랑 통화 해볼게요 
그래도 형이라도 온다니 마음이 놓인다,아니에요 샘이 저희 엄마한테 괜히 얘기하신거에요 그 인간 안오는게 도와주는건데 
아니에요 샘이 저희 엄마한테 괜히 얘기하신거에요 그 인간 안오는게 도와주는건데 ,대체 형을 왜 그렇게 싫어해? 니네형 어떤 사람인지 진짜 궁금하다 
라부장님 구체적인 대안을 강구하자더니 그새 그걸 다 알아보신거예요?,그러게 라부장님 대단하네
그러게 라부장님 대단하네,알아보긴 뭘 알아봐 대충 지어낸건데
알아보긴 뭘 알아봐 대충 지어낸건데,네?
네?,대충 법 들먹여서 들이대면 통할줄 알았더니
대충 법 들먹여서 들이대면 통할줄 알았더니,둘 다 대단하다 둘 다 
"냉장고에 아무것도 없다니까. 시켜 먹자, 어?","계란이랑 파. 이거면 돼. 형 뭐, 즉석밥 있지?"
"계란이랑 파. 이거면 돼. 형 뭐, 즉석밥 있지?","응, 그건 뭐 하려구?"
"응, 그건 뭐 하려구?",볶음밥.
볶음밥.,이걸로 가능해?
이걸로 가능해?,그럼. 밥은?
그럼. 밥은?,밥 여기. 두 개?
밥 여기. 두 개?,두 개. 앞치마.
두 개. 앞치마.,앞치마 저기.
앞치마 저기.,"응. 자, 앞치마."
"응. 자, 앞치마.",꼭 그렇게 해야 되니?
꼭 그렇게 해야 되니?,그럼.
볶음밥이라더니 무슨 계란부터 볶냐?,"이렇게 해야 계란은 계란대로, 밥은 밥대로 살아 있는 풍미를 느낄 수 있거든."
"아, 맞다, 나 양파 어디있는지 생각났다. 잠깐만.","아니야, 아니야. 볶음밥에 양파를 넣는 건 하수나 하는 일. 백종원 셰프님 말 못 들어 봤어?"
"아니야, 아니야. 볶음밥에 양파를 넣는 건 하수나 하는 일. 백종원 셰프님 말 못 들어 봤어?",누구?
누구?,"안타깝군. 백수지라면 분명히 들어 봤을텐데. 양파는 센 불에 빠르게 볶아내지 않으면 물이 생기거든. 가정집에서 볶음요리를 할 때는 양파를 쓰지 않는 게 좋지. 그 말인 즉슨, 이 불이 요리에 끼치는 영향은 엄청나다고. 사람들은 흔히 요리를 손맛이라고 하지만 음식에 있어서 가장 중요한 것은 불맛. 불맛을 입힌 음식들이 더 맛있게 느껴지는 게 바로 그 증거라고."
"안타깝군. 백수지라면 분명히 들어 봤을텐데. 양파는 센 불에 빠르게 볶아내지 않으면 물이 생기거든. 가정집에서 볶음요리를 할 때는 양파를 쓰지 않는 게 좋지. 그 말인 즉슨, 이 불이 요리에 끼치는 영향은 엄청나다고. 사람들은 흔히 요리를 손맛이라고 하지만 음식에 있어서 가장 중요한 것은 불맛. 불맛을 입힌 음식들이 더 맛있게 느껴지는 게 바로 그 증거라고.","아, 맞다. 나 밥 돌려 올게."
"아, 맞다. 나 밥 돌려 올게.","아니야, 아니야, 아니야. 이 볶음밥에는 말이야. 즉석밥을 데우지 않고 넣어야 더 꼬들꼬들하다는 말씀."
"영애씨, 안그래도 영애씨 아버님 어떻게 되셨나 연락하려고 했는데","아빠 의식 돌아오셨고, 상태도 좋으세요"
"아빠 의식 돌아오셨고, 상태도 좋으세요","어머 그래? 다행이다. 미안해, 이제 회사일도 잘 마무리 됐으니까 퇴원하시기전에 갈게"
"어머 그래? 다행이다. 미안해, 이제 회사일도 잘 마무리 됐으니까 퇴원하시기전에 갈게","아니에요, 걱정해주신 것 만으로도 감사해요"
"아니에요, 걱정해주신 것 만으로도 감사해요",아니 근데 전무님은 도대체 어떻게 된거에요
아니 근데 전무님은 도대체 어떻게 된거에요,"그러게, 볼일있다고 집에도 안들어오시고 전화도 안받으시고. 열시 반 비행기니까 일보고 공항으로 직접 가셨나봐"
"그러게, 볼일있다고 집에도 안들어오시고 전화도 안받으시고. 열시 반 비행기니까 일보고 공항으로 직접 가셨나봐",짜이찌엔 하고 가야지
"사장님, 아빠 의식 돌아오셨어요. 그날 고마웠어요, 공항 가셨어요? 조심히 가세요. 근데 그냥 그렇게 가버리는게 어딨어요. 갈거면 말이라도 하든가. 시장갔다오냐?",어
어,"참, 동혁아. 우리 아빠 깨셨다"
"참, 동혁아. 우리 아빠 깨셨다",그래? 잘됐네
그래? 잘됐네,"고마워, 신경 많이 써줘서. 간다"
"고마워, 신경 많이 써줘서. 간다",야 이영애
야 이영애,어?
어?,"이거, 이승준씨꺼다"
"이거, 이승준씨꺼다",이거를 니가 왜?
이거를 니가 왜?,"우리 가게에 놓고 갔어. 너, 그사람 너때문에 온거 알아?"
"우리 가게에 놓고 갔어. 너, 그사람 너때문에 온거 알아?",뭐? 뭔소리야?
뭐? 뭔소리야?,"너희 아버지 수술받고 안깨어나신다는 얘기 듣고, 비행기 없어서 부산갔다가 기차타고 택시타고 힘들게 왔다더라. 가서 잡아, 너도 아직 좋아하잖아"
아 그만 들어가봐 환자가 대체 어디까지 배웅해주려 그래,맘같아선 집앞까지 배웅 해드리고 싶죠 
맘같아선 집앞까지 배웅 해드리고 싶죠 ,됬어 안그래도 충분히 민망해 오늘 너 챙기려고 했는데 하루종일 니가 날 챙겼잔아 나만 잘먹고 잘자고 가는거 같에서 미안하네
됬어 안그래도 충분히 민망해 오늘 너 챙기려고 했는데 하루종일 니가 날 챙겼잔아 나만 잘먹고 잘자고 가는거 같에서 미안하네,에이 뭘요 
에이 뭘요 ,갈게 고마웠어 
갈게 고마웠어 ,네 
머야! 오랜만이다!,그니까. 야 너 왜이렇게 이뻐졌어?
그니까. 야 너 왜이렇게 이뻐졌어?,어? 야 야 아니야. 먼소리야.
어? 야 야 아니야. 먼소리야.,중학교 졸업하고 내가 몇번 연락했었는데.
중학교 졸업하고 내가 몇번 연락했었는데.,알아. 
알아. ,집 전화번호 안바꼈지? 전화해도 돼?
아 추워.,안 추워. 너도 벗어.
안 추워. 너도 벗어.,싫어. 추워.
싫어. 추워.,뭐가 추워 아 빨리 벗으라니까? 으이그 남자가 돼가지구. 으이그.
뭐가 추워 아 빨리 벗으라니까? 으이그 남자가 돼가지구. 으이그.,덕선아.
덕선아.,죄 죄송합니다. 아니 죄 죄 죄송합니다. 아 제가 술을 너무 많이 마셔가지구요. 죄송합니다. 죄송합니다.
죄 죄송합니다. 아니 죄 죄 죄송합니다. 아 제가 술을 너무 많이 마셔가지구요. 죄송합니다. 죄송합니다.,오 남잔데?
오 남잔데?,야 그럼 내가 남자지 여자냐?
야 그럼 내가 남자지 여자냐?,그럼 벗어.
그럼 벗어.,아니 저기 저기 아 자가 자가 자가 더 덕선아. 아 잠깐.
아니 저기 저기 아 자가 자가 자가 더 덕선아. 아 잠깐.,야 일로와.
야 일로와.,알았어 알았어 알았어. 잠깐만.
아 아 추워.,아 그럼 일어나 일어나봐.
아 그럼 일어나 일어나봐.,알았어 알았어 알았어 알았어 알았어 알았어 알았어. 아 덕선아.
카페테리아 니가 전세냈냐? 조용히 좀 하지?,뭐? 냈다 냈다. 전세 냈다. 
"안녕, 정채연? 이거 먹어. 그리고 주말에 시간되면 밥 한 번 먹을래?",됐거든? 공부하려고 노량진까지 왔으면 공부나 하시지?
됐거든? 공부하려고 노량진까지 왔으면 공부나 하시지?,뭐? 아이씨..
야 아주 그냥 불 붙었구만,그런게 아니라 그 묻지마 폭행 피해자 오빠분께서 꼭 감사인사 하고 싶다고 만나자고 했대요 
그런게 아니라 그 묻지마 폭행 피해자 오빠분께서 꼭 감사인사 하고 싶다고 만나자고 했대요 ,아니 무고하게 폭행범으로 몰린건 난데 아니 누가 누구한테 가서 감사인사를 받아 참 
피해자 오빠를 만나러 간다고?,네 왜요?
네 왜요?,외동딸이랬어 그 피해자
외동딸이랬어 그 피해자,정말요?
정말요?,에 형사들이 나 취전조할떄 남의 집 귀한 무남독녀를 어쩌다 그랬냐면서 얼마나 뭐라 그랬는데 
에 형사들이 나 취전조할떄 남의 집 귀한 무남독녀를 어쩌다 그랬냐면서 얼마나 뭐라 그랬는데 ,그럼 그 피해자 오빠란 사람은 뭐에요? 
"저기요, 그쪽들이 동생들 같아서 내가 말해주는건데요, 이 회사 하나도 안좋아요. 아침 8시 출근에 토요일도 근무에, 야근을 해도 수당 하나도 없어요.","아아, 아니여 아니여 아니여. 즈그들이 나가기 싫응께 지금 발악하는 거구만."
"아아, 아니여 아니여 아니여. 즈그들이 나가기 싫응께 지금 발악하는 거구만.","그것뿐인줄 알아요? 200원짜리 커피믹스도 맘대로 못타먹고, 똥싸도 휴지 내꺼밖에 못써요."
"그것뿐인줄 알아요? 200원짜리 커피믹스도 맘대로 못타먹고, 똥싸도 휴지 내꺼밖에 못써요.","조사장, 직원들을 부려먹다 부려먹다 나중엔 자기가 똥 싼 변기까지 뚫으라고 한다니까요?"
"조사장, 직원들을 부려먹다 부려먹다 나중엔 자기가 똥 싼 변기까지 뚫으라고 한다니까요?",맞아요.
정대리? 아 정대리는 왜 그짝에 껴서 있는겨? 나가 정대리는 기본급이랑 인센티브 30% 올려주려고 했는디.,"3, 30%요? "
"3, 30%요? ",그려. 그라고 용과장 짤리면 정대리를 과장으로 승진시켜줄라고 했당께.
그려. 그라고 용과장 짤리면 정대리를 과장으로 승진시켜줄라고 했당께.,"얌마, 너 설마 저딴 사탕발림에 흔들릴거 아니지?"
"얌마, 너 설마 저딴 사탕발림에 흔들릴거 아니지?","그래, 배신하기만 해봐, 어디?"
"그래, 배신하기만 해봐, 어디?","그라믄 화끈하게, 과장말고 부장 어뗘? 부장?"
"그라믄 화끈하게, 과장말고 부장 어뗘? 부장?",제 버릇 남 못준다더니.
제 버릇 남 못준다더니.,정지순. 너 다신 나 안볼꺼냐?
정지순. 너 다신 나 안볼꺼냐?,신경쓰지말고 이짝으로 오드라고. 똥은 똥끼리 뭉치게 냅둬불고. 자.
신경쓰지말고 이짝으로 오드라고. 똥은 똥끼리 뭉치게 냅둬불고. 자.,너 지금 가면 정말 끝이야.
너 지금 가면 정말 끝이야.,참말로 물귀신처럼 구질구질게 왜 이려.
사장님,영자씨 괜찮아? 안 다쳤어?
영자씨 괜찮아? 안 다쳤어?,아 아니? 사장님 어떻게 중국은요?  
아 아니? 사장님 어떻게 중국은요?  ,내가 다시 온다고 했잖아 영자씨 보러 일부러 왔는데 어떻게 그냥 가
내가 다시 온다고 했잖아 영자씨 보러 일부러 왔는데 어떻게 그냥 가,사장님
사장님,미안해 너무 오래 기다리게 해서  
누나 ,왜
왜,귤 너무 많이 먹은거 아냐? 이영애니까 어울리는거야 귤색이 왠말이야 귤색이
귤 너무 많이 먹은거 아냐? 이영애니까 어울리는거야 귤색이 왠말이야 귤색이,야 그냥 오늘 한번 발라본거야 그거 한번을 못 참냐? 
야 그냥 오늘 한번 발라본거야 그거 한번을 못 참냐? ,제발 제발 텔레비전에 나오는 여배우들 따라하지좀 마 양심이 있어야지
제발 제발 텔레비전에 나오는 여배우들 따라하지좀 마 양심이 있어야지,아닌데 이쁘다 그랬는데
아닌데 이쁘다 그랬는데,앞장서 앞장서 어떤 미친새끼가 눈깔이 아주 제대로 삐었네
오빠 눈온다 아유 첫 눈이다,응 안다 봤다
저기 선영아 ,예
예,날도 추운데 우리 고마 같이 살까
왜 그랬어? 잘생겼는데.,됐어.
됐어.,야 넌 남자에 아예 관심이 없냐? 너 남자연예인도 좋아한 적 없지?
