Q,A
그래요? 저거 보고 대충 따라 춘건데.,이게 무슨 대충이야.
이게 무슨 대충이야.,"그러게요, 딱 봐도 대충 춘 건 아니더만. 너 솔직하게 얘기해봐, 연습해온거지, 그치?"
"그러게요, 딱 봐도 대충 춘 건 아니더만. 너 솔직하게 얘기해봐, 연습해온거지, 그치?",아닌데요.
아닌데요.,아니기는! 애가 왜 이렇게 진실성이 없어?
아니기는! 애가 왜 이렇게 진실성이 없어?,"야! 진실성이 없음 어때, 춤 솜씨가 있는데? 너 우리 선호 괴롭힐거면 내가 썩 꺼지랬지, 가! 썩 꺼지라구, 춤도 못 추는게!"
"야! 진실성이 없음 어때, 춤 솜씨가 있는데? 너 우리 선호 괴롭힐거면 내가 썩 꺼지랬지, 가! 썩 꺼지라구, 춤도 못 추는게!","왜 그래요! 두식이도 제법 잘 추던데요, 뭘."
"왜 그래요! 두식이도 제법 잘 추던데요, 뭘.","아닙니다. 제가 라상무님께서 보시기에는 한참 모자란 것 같은데, 제가 더 잘 추도록 하겠습니다."
"아닙니다. 제가 라상무님께서 보시기에는 한참 모자란 것 같은데, 제가 더 잘 추도록 하겠습니다.","잘 생겨지겠다, 춤도 잘 추겠다. 어휴, 내가 보기엔 네 말이야말로 진실성이라곤 찾아볼 수 없다, 정말."
생맥 왔습니다.,감사합니다.
감사합니다.,네.
네.,감사합니다.
"왜, 뭐?","아, 너 여기서 뭐하는 거야, 지금."
"아, 너 여기서 뭐하는 거야, 지금.",보면 몰라? 알바하잖아.
보면 몰라? 알바하잖아.,"아니, 알바를 왜 하냐고 회사 사장이."
"아니, 알바를 왜 하냐고 회사 사장이.","왜 하겠냐? 회사가 어려우니까 하지. 이렇게 해서라도 우리 애들 월급주려고 그런다, 왜?"
"왜 하겠냐? 회사가 어려우니까 하지. 이렇게 해서라도 우리 애들 월급주려고 그런다, 왜?","아니, 너네 회사 그 정도였어?"
"아니, 너네 회사 그 정도였어?","그래, 그 정도야. 나 이러고 살아. 그러니까 나한테 자꾸 연락하지마. 네 문자도 못본 걸로 할게. 우린 이미 끝난 사이고 내가 그런 데 감정 쏟을 여력이 없다, 보다시피."
"그래, 그 정도야. 나 이러고 살아. 그러니까 나한테 자꾸 연락하지마. 네 문자도 못본 걸로 할게. 우린 이미 끝난 사이고 내가 그런 데 감정 쏟을 여력이 없다, 보다시피.",나도 응당 실수했다 싶었어. 네 상황 뻔히 알면서 내 감정만 앞세운 거 미안하다. 없었던 일로 생각해줘.
나도 응당 실수했다 싶었어. 네 상황 뻔히 알면서 내 감정만 앞세운 거 미안하다. 없었던 일로 생각해줘.,"이미 그렇게 생각하고 있거든? 참, 술은 다른 데 가서 마셔라."
선호야 너도 가서 좀 도와줘,그러고 싶은데 냅두래요 자기가 다한다고
그러고 싶은데 냅두래요 자기가 다한다고,고기왔습니다
고기왔습니다,두식아 선호랑 같이 하지않고 왜?
두식아 선호랑 같이 하지않고 왜?,얘한테는 뭐 불안해서 맡길 수가 있어야죠 뭐든 대충대충 실수나 하고 이정도면 대충이 아니라 멍충이아니에요?
얘한테는 뭐 불안해서 맡길 수가 있어야죠 뭐든 대충대충 실수나 하고 이정도면 대충이 아니라 멍충이아니에요?,형 말이 좀 심한거 아니에요?
형 말이 좀 심한거 아니에요?,에이 그래 그건 좀 심했다
에이 그래 그건 좀 심했다,심하긴요 어쩜 이렇게 매사에 대충대충인지 나는 회사일에 매진하려고 뭘 포기했는데
심하긴요 어쩜 이렇게 매사에 대충대충인지 나는 회사일에 매진하려고 뭘 포기했는데,또 그소리야? 도대체 뭘 포기했는데 그래
또 그소리야? 도대체 뭘 포기했는데 그래,아 아닙니다
아 아닙니다,자자자 고기도 왔는데 한잔하자
자자자 고기도 왔는데 한잔하자,그래 자자 건배 
그래 자자 건배 ,자 너 이거 먹어라 너 비계반 고기반 좋아하잖아
자 너 이거 먹어라 너 비계반 고기반 좋아하잖아,그래
그래,아 여기 생마늘 너 쌈싸먹을 때 생마늘 넣잖아
아 여기 생마늘 너 쌈싸먹을 때 생마늘 넣잖아,고맙다
고맙다,사장님 취향을 딱딱 아시고 정말 친하셨나봐요
사장님 취향을 딱딱 아시고 정말 친하셨나봐요,아이 그럼 친했지 안그러냐 못생긴 친구?
아이 그럼 친했지 안그러냐 못생긴 친구?,못생긴 친구요?
못생긴 친구요?,어 얘가 나 그렇게 놀렸었거든 얘 완전 심한 외모지상주의자야 
어 얘가 나 그렇게 놀렸었거든 얘 완전 심한 외모지상주의자야 ,아니 이젠 못생긴 친구가 아니라 못생긴 사장인가?
아니 이젠 못생긴 친구가 아니라 못생긴 사장인가?,뭐? 됐거든
뭐? 됐거든,맞아요 좀 심하세요
맞아요 좀 심하세요,아이 심하긴 뭐가 심해? 못생긴 직원 안그래? 잘생긴 직원?
아이 심하긴 뭐가 심해? 못생긴 직원 안그래? 잘생긴 직원?,예? 못생긴 직원이요?
예? 못생긴 직원이요?,그만해
그만해,아 왜 재밌잖아 자 그럼 우리 잘생긴 사람끼리 한 잔 할까? 아 그쪽은 못생긴 사람끼리 한 잔 하던지
아이 뭐 갑자기 족구야,아 왜 소화도 시킬겸 좋잖아
아 왜 소화도 시킬겸 좋잖아,근데 사장님 족구하실 줄 아세요?
근데 사장님 족구하실 줄 아세요?,아 야 말도마 얘 예전 회사에서 완전 날렸어 못생긴 사장님 완전 족구왕이야
아 야 말도마 얘 예전 회사에서 완전 날렸어 못생긴 사장님 완전 족구왕이야,야 됬거덩
야 됬거덩,자자 진팀이 설거지하기다 엎어라뒤집어라 하나둘셋 다시 자 엎어라뒤집어라 하나둘셋 아 이렇게 이렇게 한팀이야 
자자 진팀이 설거지하기다 엎어라뒤집어라 하나둘셋 다시 자 엎어라뒤집어라 하나둘셋 아 이렇게 이렇게 한팀이야 ,한팀되셨네요 두 분 커플티있으시더니 이대로 정말 커플 되시는거 아니에요?
한팀되셨네요 두 분 커플티있으시더니 이대로 정말 커플 되시는거 아니에요?,박선호 조용히해라
박선호 조용히해라,네
네,그래 임마 두 분이 알아온 세월이 얼만데 사귈려면 진작 사귀셨겠지 으유 진짜
그래 임마 두 분이 알아온 세월이 얼만데 사귈려면 진작 사귀셨겠지 으유 진짜,죄송합니다
죄송합니다,아이 죄송하긴 그 농담도 응당 재미있었어
니가 앉아버리니까 이렇게 됬잖아,무슨 형만 아니였어도 제가 넘겼거든요
무슨 형만 아니였어도 제가 넘겼거든요,이게 야 됐고 너 뒤로 빠져 여긴 내가 전부 맡을테니까 넌 뒤로 가라고 
어 지순씨 여기야 ,여기요 택시비 8천원
여기요 택시비 8천원,여기요 미안해 깜빡하고 지갑을 놓고왔지 뭐야 
여기요 미안해 깜빡하고 지갑을 놓고왔지 뭐야 ,예 뭐 근데 일찍 오셨네요 반차쓰신다더니
예 뭐 근데 일찍 오셨네요 반차쓰신다더니,아 지우네 학교 공개수업있었는데 얼굴말 잠깐 비추고 나왔어 엄마들이 끝나고 같이 밥먹으로 가자 그랬는데 그냥 째고 
아 지우네 학교 공개수업있었는데 얼굴말 잠깐 비추고 나왔어 엄마들이 끝나고 같이 밥먹으로 가자 그랬는데 그냥 째고 ,아니 밥먹고 오시지 왜요?
아니 밥먹고 오시지 왜요?,왜긴? 회비 걷어서 먹을텐데 머리에 총 맞았어 내가? 회사와서 먹으면 공짠데 안그래?
왜긴? 회비 걷어서 먹을텐데 머리에 총 맞았어 내가? 회사와서 먹으면 공짠데 안그래?,저 저기 택시비는 언제 갚으실거에요?
저 저기 택시비는 언제 갚으실거에요?,어머 그거 갚으라고? 
어머 그거 갚으라고? ,아이 그럼 안갚으시려 그랬어요?
아이 그럼 안갚으시려 그랬어요?,하 자기야 내가 왜 회비 아껴가며 회사에 공짜밥 먹으로 왔을까? 왜? 
하 자기야 내가 왜 회비 아껴가며 회사에 공짜밥 먹으로 왔을까? 왜? ,왜 왜요?
왜 왜요?,한우 한우때문에 자기 집들이때 한우 사주느라 출혈이 너무 커서 요즘 죽을 지경이거든 그게 얼마짜린줄 알면 택시비 갚으란 말 못할걸? 얼만지 확인시켜줘? 내가 이럴줄알고 여기 영수증 챙겨놨거든 
한우 한우때문에 자기 집들이때 한우 사주느라 출혈이 너무 커서 요즘 죽을 지경이거든 그게 얼마짜린줄 알면 택시비 갚으란 말 못할걸? 얼만지 확인시켜줘? 내가 이럴줄알고 여기 영수증 챙겨놨거든 ,뭐에요 아이 그 지급 안 갖고 왔다면서요
뭐에요 아이 그 지급 안 갖고 왔다면서요,그래 지갑있다 어쩔래 자기야 봐바 응? 여기 한우 12만원하는거 이렇게 비싼거 얻어먹고 고작 8천원을 못내줘? 자기 그러는거아니야 나 막 섭섭할라 그런다 그럼 택시 잘탔어
"어, 정 사장님! 이쪽이에요.",어.
어.,인자 오는 거여? 갔던 일은 어떻게 됐어?
인자 오는 거여? 갔던 일은 어떻게 됐어?,"아, 저희쪽에서 맡기로 했어요."
"아, 저희쪽에서 맡기로 했어요.","그려? 워메, 잘 되아부렀네. 잉? 아, 그럼 정 사장도 이짝으로 앉드라고. 밥값한 사람한테만 나가 특별히 비싼 불고기 사 주기로 했응께. 응?"
"그려? 워메, 잘 되아부렀네. 잉? 아, 그럼 정 사장도 이짝으로 앉드라고. 밥값한 사람한테만 나가 특별히 비싼 불고기 사 주기로 했응께. 응?",예? 됐어요. 저 그냥 여기서 먹을게요.
예? 됐어요. 저 그냥 여기서 먹을게요.,"그려? 알아서 허드라고. 그람 우리야 양껏 먹고 좋제. 잉? 줘 봐. 라 부장, 많이 먹고 힘내더라고. 잉? 자, 자, 자."
"그려? 알아서 허드라고. 그람 우리야 양껏 먹고 좋제. 잉? 줘 봐. 라 부장, 많이 먹고 힘내더라고. 잉? 자, 자, 자.",사장님도 드세요.
사장님도 드세요.,"오우, 그럴까?"
"저기, 누나. 아니, 라 부장님, 저 불고기 딱 한 입만 먹으면 안 될까요?",갖다 먹든가.
갖다 먹든가.,"아유, 영애 씬 밥이나 먹고 있으려나 모르겠네. 어?"
"아유, 영애 씬 밥이나 먹고 있으려나 모르겠네. 어?","그러게나 말이다. 라 과장, 라 과장은 이런 게 넘어가냐?"
"그러게나 말이다. 라 과장, 라 과장은 이런 게 넘어가냐?","윤 과장님, 저 이제 부장이거든요? 앞으로 라 과장 호칭 명확히 해 주시죠."
"윤 과장님, 저 이제 부장이거든요? 앞으로 라 과장 호칭 명확히 해 주시죠.","싫다면? 싫다면 어떨, 어쩔 건데?"
"싫다면? 싫다면 어떨, 어쩔 건데?",싫어요?
"아이, 왜 안 먹고 있어. 라 부장, 언능 언능 많이 묵어, 많이 묵어.","사장님, 드릴 말씀이 있는데요. 방금 윤 과장님이요."
"사장님, 드릴 말씀이 있는데요. 방금 윤 과장님이요.","아이고, 라 부장님. 아이고야, 아까운 불고기 다 탑니다. 아, 뜨거!"
"아이고, 라 부장님. 아이고야, 아까운 불고기 다 탑니다. 아, 뜨거!","아이, 왜 이려. 일루 줘."
"둘다 포지션도 다르고, 놓치긴 아까운 애들인데 둘다.",둘다 뽑아 그럼.
둘다 뽑아 그럼.,정말이요?
정말이요?,요즘 열정페이니 뭐니 젊은애들 노동력만 착취한다고 말들 많은데 난 그런사장아니거든 어때 나 소름끼치게 멋있지? 그치?
요즘 열정페이니 뭐니 젊은애들 노동력만 착취한다고 말들 많은데 난 그런사장아니거든 어때 나 소름끼치게 멋있지? 그치?,예. 멋있네요. 그럼 언제부터 나오라그럴까요?
예. 멋있네요. 그럼 언제부터 나오라그럴까요?,내일부터 나오라고해.
내일부터 나오라고해.,내일은 사장님 중국출장가시는 날이잖아요.
내일은 사장님 중국출장가시는 날이잖아요.,아 그렇지. 그럼 저녁에 환영회부터하지 뭐. 합격통보하고 둘다 나오라해.
아 그렇지. 그럼 저녁에 환영회부터하지 뭐. 합격통보하고 둘다 나오라해.,예.
어 오빠. 왔어?,야 일찍일찍안오냐? 정직원됐다고 벌써부터 초심 잃은거야?
야 일찍일찍안오냐? 정직원됐다고 벌써부터 초심 잃은거야?,오버는. 누가보면 이집 종업원인줄 알겠네.
자 이건 통영에서 제일 유명한 굴국밥집 막걸리 무료 쿠폰이고.,감사합니다.
감사합니다.,이건 대구에서 제일 큰 찜질방 발마사지 무료쿠폰. 넣어도. 넣어도.
이건 대구에서 제일 큰 찜질방 발마사지 무료쿠폰. 넣어도. 넣어도.,감사합니다.
감사합니다.,하튼 그냥 자세가 됬어. 둘다 일찍와서 이 테이블세팅도 완벽하게 해놓고.  하하.
하튼 그냥 자세가 됬어. 둘다 일찍와서 이 테이블세팅도 완벽하게 해놓고.  하하.,"둘다 할정돈 아닙니다. 저만 30분전에 미리와서 테이블세팅했고요, 현영이는 1분전에 와서 자기 옷하고 가방만 옷걸이에 걸었습니다."
"둘다 할정돈 아닙니다. 저만 30분전에 미리와서 테이블세팅했고요, 현영이는 1분전에 와서 자기 옷하고 가방만 옷걸이에 걸었습니다.",뭐? 그럼 그렇지. 내놔.
뭐? 그럼 그렇지. 내놔.,네?
네?,대구 찜질방 발마사지 무료쿠폰 내놓으라고!
대구 찜질방 발마사지 무료쿠폰 내놓으라고!,아!
아!,자! 이것도 우리 두식이가 넣어도. 넣어도.
자! 이것도 우리 두식이가 넣어도. 넣어도.,감사합니다.
감사합니다.,근데 넌 왜 양복이냐? 술자리오는데 편안한 차림으로 오지.
근데 넌 왜 양복이냐? 술자리오는데 편안한 차림으로 오지.,아. 그 이자리가 보통 술자린가요. 격식있는 자린데 현영이처럼 이렇게 편안하게 입고오는건 예의가 아니라고 생각해서요. 저의 이런 초심! 절대 잃지 않겠습니다.
아. 그 이자리가 보통 술자린가요. 격식있는 자린데 현영이처럼 이렇게 편안하게 입고오는건 예의가 아니라고 생각해서요. 저의 이런 초심! 절대 잃지 않겠습니다.,으이구 오바는. 그래. 고생했다.
이젠 노땅들 그만 설쳐대고. 우리 젊은 피들 노래좀 듣지? 응?,네.
네.,들어와 들어와.
들어와 들어와.,잠깐 줘바.
뭐예요?,"장사장이 일 소개했다믄서. 장사장이 누구여, 낙원사 오랜 단골아니여. 느그들만 아니었으면, 당연히 우리한테 소개했을 일이다 이말이여"
"장사장이 일 소개했다믄서. 장사장이 누구여, 낙원사 오랜 단골아니여. 느그들만 아니었으면, 당연히 우리한테 소개했을 일이다 이말이여",그거야 당연하죠
그거야 당연하죠,그런 억지가 어딨어요?
그런 억지가 어딨어요?,"억지라니, 키우던 닭이 새끼를 치면 그 새끼가 누구꺼여? 닭 키우던 사람꺼 아니여? 장사장이 우리 고객인께, 일을 새끼쳤으면 그 일도 우리께 맞잖여, 당장 전화혀, 이 일에서 손 떼것다고"
"억지라니, 키우던 닭이 새끼를 치면 그 새끼가 누구꺼여? 닭 키우던 사람꺼 아니여? 장사장이 우리 고객인께, 일을 새끼쳤으면 그 일도 우리께 맞잖여, 당장 전화혀, 이 일에서 손 떼것다고",우리가 미쳤어요?
우리가 미쳤어요?,"당장 가세요, 경찰 부르기전에"
"당장 가세요, 경찰 부르기전에",어디로 들어가요 당장 안나와!
어디로 들어가요 당장 안나와!,승승장구는 옘병
승승장구는 옘병,왜 그러게 핸드폰을 놓고 나와
왜 그러게 핸드폰을 놓고 나와,뭐야 이놈
뭐야 이놈,아 그 뭐여
아 그 뭐여,어 나? 나 이영애 엄마다. 넌 뭔데 우리 귀한 딸내미 팔을 비틀어 비틀기를?
어 나? 나 이영애 엄마다. 넌 뭔데 우리 귀한 딸내미 팔을 비틀어 비틀기를?,"아 나여, 낙원사 사장인디요, 댁네 딸이 우리일을 빼돌려갖고"
"아 나여, 낙원사 사장인디요, 댁네 딸이 우리일을 빼돌려갖고","뭐가 어째? 오호라. 니가 우리 딸 괴롭힌 그 사장놈이냐, 그래 너 잘 만났다 잘 만났어!"
대학 졸업한지가 꽤 됐는데 딴데서 일한 경험은 없나봐요,예? 제가 취직하기 싫어서 안한게 아니라 좀 낯가림이 좀 심해서 
예? 제가 취직하기 싫어서 안한게 아니라 좀 낯가림이 좀 심해서 ,일러스트도 가능하시죠? 
일러스트도 가능하시죠? ,네 근데 회사가 달랑 이 오피스텔 전분가요? 
네 근데 회사가 달랑 이 오피스텔 전분가요? ,왜요? 생각보다 작아서 실망했어요? 
왜요? 생각보다 작아서 실망했어요? ,좀 작네요 
좀 작네요 ,자격증은 없으세요
자격증은 없으세요,저 그게 제가 자격증을 딸려고 그 학원을다녔는데요 아 웬또라이같은선생님이 그 외모차별이 심해가지고 그만두고나왔어요
저 그게 제가 자격증을 딸려고 그 학원을다녔는데요 아 웬또라이같은선생님이 그 외모차별이 심해가지고 그만두고나왔어요,아 그럼 포트폴리오 좀 볼까요? 
아 그럼 포트폴리오 좀 볼까요? ,그게 어젯밤에 다 완성하려고했는데 아버지가 큰언니랑 비교하면서 외모차별을하셔가지고
그게 어젯밤에 다 완성하려고했는데 아버지가 큰언니랑 비교하면서 외모차별을하셔가지고,그래서 못했다고요?  
그래서 못했다고요?  ,심적으로 너무 힘듭니다. 두 분은 제 심정 아시죠? 더 잘 아실 것 같은데
심적으로 너무 힘듭니다. 두 분은 제 심정 아시죠? 더 잘 아실 것 같은데,알긴 뭘 알아요
알긴 뭘 알아요,진짜
진짜,우리 이렇게 생겼어도 어? 우리 할 일은 열심히 했거든요?
우리 이렇게 생겼어도 어? 우리 할 일은 열심히 했거든요?,극복하셨구나
여기,뭐냐 이게?
뭐냐 이게?,일 필요하다며 오늘 우리 회사에 들어온 휴양림일인데 협력업체가 필요해서 아 뭐 나때문에 알바잘린거도 미안하고 나보기가 껄끄러워도 그냥 일은 일로 받아들이는게
일 필요하다며 오늘 우리 회사에 들어온 휴양림일인데 협력업체가 필요해서 아 뭐 나때문에 알바잘린거도 미안하고 나보기가 껄끄러워도 그냥 일은 일로 받아들이는게,할게 
할게 ,뭐?
뭐?,상식적으로 생각하면 거절해야하는게 맞는데 알다시피 내가 지금 그런걸 따질때가 아니라서 내 회사 내 직원들만 생각할라고 할게 일 
상식적으로 생각하면 거절해야하는게 맞는데 알다시피 내가 지금 그런걸 따질때가 아니라서 내 회사 내 직원들만 생각할라고 할게 일 ,어 그래 응당 잘 생각했어
저 회의는 어디서하지? 니네 사무실에서 할까?,뭐 편할대로
뭐 편할대로,일단 자료 먼저 메일로 보내줄테니까 보고와
일단 자료 먼저 메일로 보내줄테니까 보고와,그래
그래,그래 뭐 내일 보자
무슨 소리야? 내일 보자니?,에? 그게 산호네 회사에서 일을 받기로 해서요
에? 그게 산호네 회사에서 일을 받기로 해서요,뭐? 일을 받? 영재씨 제정신이야? 김산호한테 일을 받다니 
뭐? 일을 받? 영재씨 제정신이야? 김산호한테 일을 받다니 ,그게 회사사정이 안좋아서
그게 회사사정이 안좋아서,사정이 안좋아도 그렇지 그냥 옛 남자도 아니고 자기한테 미련남은 남자한테 무슨 일을 받아
사정이 안좋아도 그렇지 그냥 옛 남자도 아니고 자기한테 미련남은 남자한테 무슨 일을 받아,저도 오죽하면 그렇겠어요?
저도 오죽하면 그렇겠어요?,영재씨도 혹시 미련남았어?
영재씨도 혹시 미련남았어?,뭐라고요?
뭐라고요?,왜? 내말이 틀려? 오해하기 딱 좋잖아 파혼한 사이면 그런 사이답게 선을 지켜야지
왜? 내말이 틀려? 오해하기 딱 좋잖아 파혼한 사이면 그런 사이답게 선을 지켜야지,사장님이야 말로 선을 지키세요 우리사이는 뭐라고 그런 말씀을 하세요?
사장님이야 말로 선을 지키세요 우리사이는 뭐라고 그런 말씀을 하세요?,뭐?
뭐?,사장님이 무슨 자격으로 미련이니 뭐니 그렇게 저한테 함부러 말씀하시냐고요 우리사이가 뭐라고 갈게요 저 
아 진짜 왜 이렇게 진상들만 와?,그러게요. 이게 사람 뽑는 일도 만만치가않네요. 아 어디 좀 반듯한 애 좀 없나 
그러게요. 이게 사람 뽑는 일도 만만치가않네요. 아 어디 좀 반듯한 애 좀 없나 ,네 열려있어요. 들어오세요. 
네 열려있어요. 들어오세요. ,저기 면접보러 왔는데요
저기 면접보러 왔는데요,어머 합격
어머 합격,왜 이러세요. 예 앉으세요 
사진보다 실물이 훨 낫네,그래요? 즉석 사진기에서 대충 찍어 그런가? 
그래요? 즉석 사진기에서 대충 찍어 그런가? ,포트폴리오도 괜찮네요. 
포트폴리오도 괜찮네요. ,그래요? 구인광고를 엊그제 보는 바람에 시간이 부족해서 대충한건데 
그래요? 구인광고를 엊그제 보는 바람에 시간이 부족해서 대충한건데 ,이게뭐대충한거야 겸손하기는
이게뭐대충한거야 겸손하기는,저 근데 공고에서 보셔서알겠지만 우리가 원하는건 계약직인데 신생회사라 대신 자리잡으면 정규직전환도고려해볼게요
저 근데 공고에서 보셔서알겠지만 우리가 원하는건 계약직인데 신생회사라 대신 자리잡으면 정규직전환도고려해볼게요,아니요 정규직은 좀. 전 계약직이라서 지원한건데? 
아니요 정규직은 좀. 전 계약직이라서 지원한건데? ,예?
예?,어디 매여있음 불편해서요 1년계약기간 다채움 그돈으로 대충 여행이나 다닐생각이거든요
어디 매여있음 불편해서요 1년계약기간 다채움 그돈으로 대충 여행이나 다닐생각이거든요, 아그래요?라상무님은 더 질문할거없어요?
 아그래요?라상무님은 더 질문할거없어요?,"나,나? 내일부터 출근가능해요? "
"나,나? 내일부터 출근가능해요? ",네?
네?,고민해보고 연락드릴게요.  
근데 사장님아 진짜 괜찮겠어?아무리 계약직이라도 직원 뽑으면 고정지출이 커지는데,어쩌겠어요 지금 하고있는 일도 그렇고 우리한테는 시각디자인 전공자가 꼭 필요한데 솔직히 우리는 편집디자인쪽이라 뭐 캐릭터며 브랜드 만들어내는건 좀 약하잖아요
어쩌겠어요 지금 하고있는 일도 그렇고 우리한테는 시각디자인 전공자가 꼭 필요한데 솔직히 우리는 편집디자인쪽이라 뭐 캐릭터며 브랜드 만들어내는건 좀 약하잖아요,그건그렇긴해도
그건그렇긴해도,좀 무리긴해도 멀리내다봐야죠 한동안 제가 월급안받아가는 한이 있더라도
좀 무리긴해도 멀리내다봐야죠 한동안 제가 월급안받아가는 한이 있더라도,어쩜 자리가 사람을 만든다고 사장님되더니 포스쩐다 이번에 큰일도 덜컹따오고 
어쩜 자리가 사람을 만든다고 사장님되더니 포스쩐다 이번에 큰일도 덜컹따오고 ,따오긴요 장사장님이 소개시켜준일인데. 그나저나 누굴뽑죠?
따오긴요 장사장님이 소개시켜준일인데. 그나저나 누굴뽑죠?,얘가제일낫지않아?
얘가제일낫지않아?,글쎄요 꼼꼼해보이진않던데 일도대충대충할것같고
글쎄요 꼼꼼해보이진않던데 일도대충대충할것같고,대충대충 좀 하면어때? 생긴게 이렇게 꼼꼼한데. 난 안구정화 확 됐잖아
대충대충 좀 하면어때? 생긴게 이렇게 꼼꼼한데. 난 안구정화 확 됐잖아,회사다닐때 외모로 차별받을만큼 받아본 우리가 외모로 사람 뽑으면 안되죠
회사다닐때 외모로 차별받을만큼 받아본 우리가 외모로 사람 뽑으면 안되죠,뭔소리야? 나 외모로 차별받은 적 없어 오히려 자기가 옆에 있어서 내 미모가 돋보이긴 했어도?
건배 해요! 우리들 창업의 성공을 위하여,위하여
자기야 정말 고마워 ,음? 뭐가요?
음? 뭐가요?,나 낙원사 짤릴때 내 편 들어주고 이렇게 같이 회사 차리자고 해준거 말이야 혼자 해도 충분한거 괜히 돈없는 나까지 껴준거잖아
나 낙원사 짤릴때 내 편 들어주고 이렇게 같이 회사 차리자고 해준거 말이야 혼자 해도 충분한거 괜히 돈없는 나까지 껴준거잖아,아니예요 저도 혼자서는 엄두가 안났는데 라과장님이 이렇게 옆에 계시니까 참 든든합니다
아니예요 저도 혼자서는 엄두가 안났는데 라과장님이 이렇게 옆에 계시니까 참 든든합니다,자기 자꾸 나 이렇게 감동시킬꺼야? 정말 나 뼈가 부서져라 회사를 위해서 열심히 일할게
자기 자꾸 나 이렇게 감동시킬꺼야? 정말 나 뼈가 부서져라 회사를 위해서 열심히 일할게,저도 열심히 일할게요 아참 그 우리 사업자 등록도 해야되는데 이름 뭘로 할까요?
저도 열심히 일할게요 아참 그 우리 사업자 등록도 해야되는데 이름 뭘로 할까요?,글쎄 어디 작명소가서 좋은 이름 하나 받아와야 되나 아 자 아참 그 내일 지순씨 결혼식에 뭐 입고 올꺼야?
글쎄 어디 작명소가서 좋은 이름 하나 받아와야 되나 아 자 아참 그 내일 지순씨 결혼식에 뭐 입고 올꺼야?,글쎄요 뭐 딱히 생각 안 해봤는데
글쎄요 뭐 딱히 생각 안 해봤는데,무조건 제일로 비싸고 럭셔리한 옷으로 입고와 조사장 기 좀 팍 죽이게 이제 영애씨도 조사장이랑 어깨를 나란히 하는 싸장님이잖아
무조건 제일로 비싸고 럭셔리한 옷으로 입고와 조사장 기 좀 팍 죽이게 이제 영애씨도 조사장이랑 어깨를 나란히 하는 싸장님이잖아,알았어요 그럼 라과장님 아니지 라상무님도 내일 제일로 화려하고 좋은 걸로 입고 오세요
알았어요 그럼 라과장님 아니지 라상무님도 내일 제일로 화려하고 좋은 걸로 입고 오세요,라상무? 지금 나 상무 달아주는거야? 
라상무? 지금 나 상무 달아주는거야? ,돈도 투자하셨는데 상무 정돈 다셔야죠
돈도 투자하셨는데 상무 정돈 다셔야죠,고마워 역시 우리 사장님 멋쟁이 우리 사장님 한 잔 받으세요 
고마워 역시 우리 사장님 멋쟁이 우리 사장님 한 잔 받으세요 ,라상무님 고맙습니다 
뭐라는 거야? 어?,돈이라니 뭔 소리냐? 래요.
돈이라니 뭔 소리냐? 래요.,이런 씨! 아니 아까 나한테 인쇄소 넘기기로 했잖냐. 나랑 같이왔던 그 김사장이랑 둘이서 사무실가서 계약서 썼잖냐. 똑바로 물어보라고!
이런 씨! 아니 아까 나한테 인쇄소 넘기기로 했잖냐. 나랑 같이왔던 그 김사장이랑 둘이서 사무실가서 계약서 썼잖냐. 똑바로 물어보라고!,김사장님 모른데여. 일 맡기러 왔다고 견적좀 내달라더니 사무실가선 물만 마시고 나갔데요.
뭐라는 거야? 어?,그게. 미친놈아 개소리말고 당장 꺼져 이 개새끼야 래요.
그게. 미친놈아 개소리말고 당장 꺼져 이 개새끼야 래요.,뭐? 이게 어따대고 미친놈이래!
사장님!,뭐야? 무슨일이야?
뭐야? 무슨일이야?,아무래도 사장님 중국에서 뭐가 잘못됐나봐요.
라상무님은?,라상무님 10층으로 올라가셨는데요.
라상무님 10층으로 올라가셨는데요.,10층? 왜?
10층? 왜?,거기 광고기획사에 하청 부탁하러 가신대요.
거기 광고기획사에 하청 부탁하러 가신대요.,뭐?
"여기서 뭐하시는거에요, 빨리 가요.",아 다짜고짜 왜이래. 나 여기 일따러 온거야. 일이라도 가져가야 이런 설움 안당할거 아니야.
아 다짜고짜 왜이래. 나 여기 일따러 온거야. 일이라도 가져가야 이런 설움 안당할거 아니야.,아이 설움이라뇨. 그게 무슨 말씀이에요.
아이 설움이라뇨. 그게 무슨 말씀이에요.,"무슨 말씀이라니? 아침부터 숨도 못쉬게 일하라고 쪼아대고. 스파게티 사주기 싫어서 분식집 끌고가고. 돈까스도 못먹게 하고. 내가 150만 투자했어도, 나한테 이렇게 함부로 했겠어? 나 정말 서운해. 영애씨랑 나 낙원사에서 하루아침에 짤리고 면접 보는것마다 족족 떨어져가지고 빌빌대고. 난 그러면서 우리끼리 뭔가 끈끈한 뭔가가 생겼다고 생각했는데 어쩜 이래?"
