Q,A
야 김예은  ,제가 담임이니까 제가 얘기하겠습니다. 
누구세요,저 진실이 언닌데요
저 진실이 언닌데요,누구?
누구?,그게 제 동생이 실수를 해서 따님이
그게 제 동생이 실수를 해서 따님이,실수? 지랄하네 시발 왜 왔는데? 아 왜 왔냐고 합의하러 왔어요? 합의 안하니까 그냥 가요
넌 정말 장난이 심한것 같애.,미안해.
미안해.,죽는 줄 알았어.
야. 너 내 백과사전 어떻게 했어?,그게 형 거야? 5년동안 한 번도 안봤잖아.
그게 형 거야? 5년동안 한 번도 안봤잖아.,그래서 팔았냐? 얼마 받았어?
그래서 팔았냐? 얼마 받았어?,내가 좀 더 받았어.
내가 좀 더 받았어.,모레 가냐? 좋아?
모레 가냐? 좋아?,응.
응.,야. 근데 이거 언제 뗄거냐? 응?
너 나 알지?,아니.
아니.,너 우성아파트 동이잖아. 너희 집 그치.
너 우성아파트 동이잖아. 너희 집 그치.,응.
응.,근데 나 몰라? 난 너 몇 번 봤는데.
근데 나 몰라? 난 너 몇 번 봤는데.,난 잘 모르겠는데.
제정신이여? 어뜨케 우리 회사 일을 하다가 ,딴 회사사람을 만나 생각이 있어? 없어?
딴 회사사람을 만나 생각이 있어? 없어?,그려 어뜨케 그럴 수가 있어 
그려 어뜨케 그럴 수가 있어 ,그게 점심시간이라 
그게 점심시간이라 ,어디서 말대꾸여? 점심시간이
어디서 말대꾸여? 점심시간이,점심시간이든 퇴근시간이든 우리 회사일을 맡았으면 우리 회사일에 집중 해야지 지금 딴 회사 사람 만나고 와서 잘했다 이거야?
점심시간이든 퇴근시간이든 우리 회사일을 맡았으면 우리 회사일에 집중 해야지 지금 딴 회사 사람 만나고 와서 잘했다 이거야?,그려 어 뭐 이쯤 얘기 했으면 대충 알아
그려 어 뭐 이쯤 얘기 했으면 대충 알아,알아듣긴 뭘 알아들어요 이대론 못 넘겨요 
알아듣긴 뭘 알아들어요 이대론 못 넘겨요 ,아 이대로 못 넘기면 뭘 어쩌겄다는거여 
아 이대로 못 넘기면 뭘 어쩌겄다는거여 ,두번 다시 이런일 없도록 각서라도 받아 내야죠 
두번 다시 이런일 없도록 각서라도 받아 내야죠 ,으이? 각서?
으이? 각서?,예 각서 써! 내가 종이 갖고 올테니까?
"얘~ 거깄네. 얘, 여기 선생님이 동사무소에서 나오신 분인데,,, 아휴~얼마나 고마운지 모르겠다.  ","할아버지께 설명을 드렸는데요.  먼저 본인 확인 하시고, 무연고자로 처리 하실껀지, 아니면 가족 분들이 인계 받으실 건지, 그걸 결정하시면 됩니다. "
"할아버지께 설명을 드렸는데요.  먼저 본인 확인 하시고, 무연고자로 처리 하실껀지, 아니면 가족 분들이 인계 받으실 건지, 그걸 결정하시면 됩니다. ","아휴~무연고자로 해주세요. 걔 아무도 없어요. 서방도 없고, 자식도 없고. "
"아휴~무연고자로 해주세요. 걔 아무도 없어요. 서방도 없고, 자식도 없고. ","네,,그 편이  편하시겠죠? "
"네,,그 편이  편하시겠죠? ",그러믄요. 
그러믄요. ,"거주지도 이곳으로 되어있고,,, 복지과 기록도 있어서,,,,아마 별 문제 없이, 무연고자로 처리될겁니다."
"거주지도 이곳으로 되어있고,,, 복지과 기록도 있어서,,,,아마 별 문제 없이, 무연고자로 처리될겁니다.","아이고, 고맙습니다. "
"아이고, 고맙습니다. ",그러면 두 분이 같이 확인하시겠어요? 
그러면 두 분이 같이 확인하시겠어요? ,나 혼자 가죠 뭐
나 혼자 가죠 뭐,"아, 잠깐만요."
김예은 니가 많이 불안했나본데 ,왜 저한테만 그래요?
왜 저한테만 그래요?,그럼 내 탓이야?
그럼 내 탓이야?,선생님도 제가 만점 받았으면 했잖아요. 아니에요? 그럼 과외는 왜 해줬어요?
선생님도 제가 만점 받았으면 했잖아요. 아니에요? 그럼 과외는 왜 해줬어요?,너 점수 잘받으라고 그런거잖아. 
너 점수 잘받으라고 그런거잖아. ,왜 나한테만 그러냐고요. 
왜 나한테만 그러냐고요. ,지금 상황 존나 심각해. 몰라? 
보고 있는거야?,너 왜 수업 시간에 자꾸 나 봐?
너 왜 수업 시간에 자꾸 나 봐?,안 봤어.
안 봤어.,이 다음에?
이 다음에?,응 다음에.
선생님 이거 꼭 해야되는 거에요?,어 선생님 부탁좀하자. 어차피 학원 홈페이지에만 올라가는거니까 긴장 풀고 
라부장. 남편한테 잘해줘,네 그래야
안녕하세요,집에 누구 데리고 오지 말라고 집에 가줄래?
집에 누구 데리고 오지 말라고 집에 가줄래?,앉아라
그래 잘했어,아 뭐 비서가 아니라 알바야? 그런 말을 뭐하러 해?
아 뭐 비서가 아니라 알바야? 그런 말을 뭐하러 해?,네? 사실이잖아요
네? 사실이잖아요,아니 무슨 기자회견 왔어? 사실은 왜 밝혀 아 지금 사장님 어머니 가오 살려드리러 왔으면은 어떻게든 사장님 있어보이게 만들어야될 거 아냐
아니 무슨 기자회견 왔어? 사실은 왜 밝혀 아 지금 사장님 어머니 가오 살려드리러 왔으면은 어떻게든 사장님 있어보이게 만들어야될 거 아냐,아 그런거였어요? 아까 형 얘기를 대충 들어서
아 그런거였어요? 아까 형 얘기를 대충 들어서,아 맨날 대충대충 너 이래서 공부는 어떻게 했냐? 너 학교 어디 나왔댔지?
아 맨날 대충대충 너 이래서 공부는 어떻게 했냐? 너 학교 어디 나왔댔지?,울서대요
울서대요,울서대? 그런 대학도 있었냐?
울서대? 그런 대학도 있었냐?,네 저쪽 지방에 있는데라
네 저쪽 지방에 있는데라,그래 뭐 아무튼 그런 대학이라도 들어간게 참 용하다 네가 하는 꼴을 봐서는 아주 대학 문턱에도 못 갔을 거 같은데 나오셨다 지금부터 똑바로해라 사장님 가오 빡 살게 바람을 잘 잡으라고 알았어?
그래 뭐 아무튼 그런 대학이라도 들어간게 참 용하다 네가 하는 꼴을 봐서는 아주 대학 문턱에도 못 갔을 거 같은데 나오셨다 지금부터 똑바로해라 사장님 가오 빡 살게 바람을 잘 잡으라고 알았어?,알았어요 형 제가 마음 먹으면 또 엄청 잘해요
공교롭게도 약속 장소가 여기였더라고.,근데 왜 혼자야 그 사람은 어디가고.
근데 왜 혼자야 그 사람은 어디가고.,어? 갑자기 급한 일이 생겨서 못 오는 바람에. 그럼 넌 어쩐 일이야?
어? 갑자기 급한 일이 생겨서 못 오는 바람에. 그럼 넌 어쩐 일이야?,그냥 한 번 와보고 싶었어.
그냥 한 번 와보고 싶었어.,그냥 한 번? 뭐 좋은 데라고..
그냥 한 번? 뭐 좋은 데라고..,"그래 뭐 좋은 데라고 여기 오나 싶어, 이 호텔 근처엔 얼씬도 안할라고 했는데 오늘은 한 번 와보고 싶더라."
"그래 뭐 좋은 데라고 여기 오나 싶어, 이 호텔 근처엔 얼씬도 안할라고 했는데 오늘은 한 번 와보고 싶더라.",왜. 2년전 그날이라서? 너는 알고 있었지? 오늘이 그날이란거. 그래서 만나자고 한거야?
왜. 2년전 그날이라서? 너는 알고 있었지? 오늘이 그날이란거. 그래서 만나자고 한거야?,어. 어떻게든 위로해주고 싶었어.
어. 어떻게든 위로해주고 싶었어.,위로는 무슨. 보다시피 잊었는데. 난 다 잊었어. 산호야.
위로는 무슨. 보다시피 잊었는데. 난 다 잊었어. 산호야.,우리 다시 시작하자. 
우리 다시 시작하자. ,뭐?
뭐?,"나, 너랑 그렇게 되고서 줄곧 후회했었어. 내가 노력해야 했다고. 힘들어도 그때 네 손 놓지 않았어야 했다고."
"나, 너랑 그렇게 되고서 줄곧 후회했었어. 내가 노력해야 했다고. 힘들어도 그때 네 손 놓지 않았어야 했다고.",무슨 소리 하는거야. 이미 다 끝난 얘긴데..
무슨 소리 하는거야. 이미 다 끝난 얘긴데..,영애야. 난 너 다신 놓치지 않을거야.
사장님 진짜 너무 하시는거 아니예요?,내가 뭘?
내가 뭘?,조사장이야 원래 무개념이라 갑질 한다쳐도 사장님까지 그러실줄 몰랐네요 제가 낙원사에 온게 그렇게 못마땅하세요? 저희 회사가 그렇게 우습냐구요
조사장이야 원래 무개념이라 갑질 한다쳐도 사장님까지 그러실줄 몰랐네요 제가 낙원사에 온게 그렇게 못마땅하세요? 저희 회사가 그렇게 우습냐구요,그러게 누가 우리 회사일 맡으래?
그러게 누가 우리 회사일 맡으래?,뭐라구요?
뭐라구요?,하긴 전남친한테도 일 받는 마당에 뭔 일을 못 하겠어 돈독이 단단히 올랐나봐? 왜 이영애 디자인 대기업으로 키우게?
하긴 전남친한테도 일 받는 마당에 뭔 일을 못 하겠어 돈독이 단단히 올랐나봐? 왜 이영애 디자인 대기업으로 키우게?,그래요 대기업으로 키울거예요 됐어요?
그래요 대기업으로 키울거예요 됐어요?,어디서 큰소리야? 나 이래봬도 예전에 영자씨 사장이었던 사람이거든? 예의를 갖춰
어디서 큰소리야? 나 이래봬도 예전에 영자씨 사장이었던 사람이거든? 예의를 갖춰,저도 이제 사장이거든요? 사장님이야 말로 예의를 갖추세요 
수요가 거의 없지 이런 건. 권당 천오백 원?,이천 원.
이천 원.,천육백 원.
천육백 원.,천칠백 원.
천칠백 원.,그래.
많이 기다렸지? 웬일인데? 연락을 다하고 어? 밥은 뭇나 어?,야 그때 빌린거 도
야 그때 빌린거 도,빌린거 뭐
빌린거 뭐,돈 달라고
돈 달라고,무슨 돈?
무슨 돈?,백만원 빌렸잖아 그거 지금 도
백만원 빌렸잖아 그거 지금 도,내 거진거 알면서카노
내 거진거 알면서카노,돈을 빌렸으면 연락을 해야지 왜 쌩까는데 이 개새끼야 왜 쌩까냐고
돈을 빌렸으면 연락을 해야지 왜 쌩까는데 이 개새끼야 왜 쌩까냐고,아 몰라 지금 달라고
아 몰라 지금 달라고,아 갑자기 와가지고 돈 달라카면 돈이 어딨는데? 돈이 어디서 나오나?
아 갑자기 와가지고 돈 달라카면 돈이 어딨는데? 돈이 어디서 나오나?,아 몰라 시발 지금 달라고 돈 달라고 시발 개새끼야 돈 달라고 돈 달라고!
추운데 너한테 미안하다.  ,아니.
아니.,차서방은 어떠냐? 건강하지? 
차서방은 어떠냐? 건강하지? ,"네, 그럼요~"
"네, 그럼요~",회사는 무탈하고? 
회사는 무탈하고? ,네
네,"워낙 빈틈없이 자기관리 잘 하는 사람이니까,,,"
"워낙 빈틈없이 자기관리 잘 하는 사람이니까,,,",자기 관리 잘~하죠. 
자기 관리 잘~하죠. ,"얘, 너 그러면 못써. 요즘 남자들이 다 그렇지.  차서방이 돈을 못벌어 오냐, 아니면 어디가서 바람이라도 피기를 하냐~남자들이 사회생활 하는 데 집에서 마누라랑 노닥거릴 시간이 어딨겠냐?"
"얘, 너 그러면 못써. 요즘 남자들이 다 그렇지.  차서방이 돈을 못벌어 오냐, 아니면 어디가서 바람이라도 피기를 하냐~남자들이 사회생활 하는 데 집에서 마누라랑 노닥거릴 시간이 어딨겠냐?",아빠!! 내가 언제 차서방한테 노닥거려 달래요? 
아빠!! 내가 언제 차서방한테 노닥거려 달래요? ,"니 집 냉냉한건, 집안에 애들이 없어서 그래. 애들이 시끌시끌해야,, 집에 온기가 도는 건데,,"
"니 집 냉냉한건, 집안에 애들이 없어서 그래. 애들이 시끌시끌해야,, 집에 온기가 도는 건데,,",아빠!! 
아빠!! ,"야 그러지 말고 지금이라도 하나 낳아. 요즘에 실험관이다 뭐다해서,, 오십이 넘어서도  애를 난다고 하더라. "
"야 그러지 말고 지금이라도 하나 낳아. 요즘에 실험관이다 뭐다해서,, 오십이 넘어서도  애를 난다고 하더라. ",아빠! 내가 못낳는 게 아니라 차서방이 못낳아요~ 몇 번을 말씀 드려요?  어디 딴 데가서 내가 애 배가지고 올까요? 나도 그러고 싶어요! 
아빠! 내가 못낳는 게 아니라 차서방이 못낳아요~ 몇 번을 말씀 드려요?  어디 딴 데가서 내가 애 배가지고 올까요? 나도 그러고 싶어요! ,"아니, 얘가 얘가, 못하는 소리가 없네.. 어휴~그만두자. 너~차서방한테 잘해!! ~ ~건강이 최고야~ 죽으면 아무 소용없어. "
커피 마시러 온 게 아니고요. 드릴 말씀이 있어서 온 건데요.,뭔디?
뭔디?,그게... 이승준 사장님 배려 좀 해주셨음 해서요.
그게... 이승준 사장님 배려 좀 해주셨음 해서요.,뭣이여?
뭣이여?,뭐 회사를 이 지경으로 만들고 싶어서 그런 것도 아닌데 본인도 얼마나 속상하겠어요. 신경 좀 써주세요. 전관예우 차원에서.
뭐 회사를 이 지경으로 만들고 싶어서 그런 것도 아닌데 본인도 얼마나 속상하겠어요. 신경 좀 써주세요. 전관예우 차원에서.,정관애우...?
정관애우...?,예. 
"사장님, 말씀하신 시간표 가져왔습니다.",거 정관애우가 뭔 말이냐? 정관 수술은 들어봤어도 정관애우는 처음 듣는디.
거 정관애우가 뭔 말이냐? 정관 수술은 들어봤어도 정관애우는 처음 듣는디.,아... 그게 무슨 말씀이신지?
아... 그게 무슨 말씀이신지?,아 방금 이과장이 글드라고 전 사장 신경 써주라고. 정관애우 차원에서.
아 방금 이과장이 글드라고 전 사장 신경 써주라고. 정관애우 차원에서.,정관애우... 정관애우.... 아 전관예우요? 아 그거 높은 직책에 있던 사람한테는 일을 그만둔 후에도 대우를 해줘라! 뭐 이런 뜻인데요.
정관애우... 정관애우.... 아 전관예우요? 아 그거 높은 직책에 있던 사람한테는 일을 그만둔 후에도 대우를 해줘라! 뭐 이런 뜻인데요.,뭐여 그람 한 마디로 말해서 지들 전 사장 쪽팔리지 않게 잘 받들어 쳐 모셔라. 이 소리여?
"어디서 연약한 척이야 못생긴 사자, 한대 쳐봐 조사장이라 생각하고",뭐?
퇴원은 언제쯤 할 수 있대요?,퇴원? 퇴원요? 애 팔병신 만들어 놓고 그런말이 나오나? 어? 그런 말이 나오냐고 지금 팔이 짝짝이가 된대요 팔병신 애미도 없는 년이 팔까지 병신돼가지고 잘 살겠다 당신 동생이 저렇게 만들어놨는데 어떻게 책임질건데 어떻게 책임질거냐고 가요 진실인지 뭔지하는 년은 코빼기도 안보이네 학교 댕기기 싫은갑지
이거랑 똑같은거 아닐까요?,봉평 잣막걸리 무한리필 쿠폰? 뭔소리야? 이게 내 문제랑 뭔상관인데.
봉평 잣막걸리 무한리필 쿠폰? 뭔소리야? 이게 내 문제랑 뭔상관인데.,"전무님. 영애씨가 전무님 너무 오랫동안 짝사랑해온 탓에 무조건 참고 퍼주니까 그런 사랑이 이 무한리필쿠폰처럼 영원할거라고 생각하셨던거 아니에요? 그래서 영애씨 맘편하게 대했던거 아니냐구요. 근데 모든건 끝이 있답니다. 이 쿠폰처럼. 보세요. 쓸수 있는 날짜가 어제까지였더라구요. 아주 좋은날 우리 여봉봉이랑 가서 먹을려고 아껴 뒀던건데. 그러니까 있을 때 잘하시라구요. 저처럼 아끼다 똥만들지 말고. 영애씨니까 그나마 이정도 버텼지, 저같았음 벌써 헤어졌어요. "
아니. 이렇게 개를 함부로 막 풀어놓고 다니면 어떡해요? 신발에 오줌 싼 거 안보여요?,어우 죄송해요. 이런 적이 한번도 없었는데. 이걸 어떻게 보상해야될지..
어우 죄송해요. 이런 적이 한번도 없었는데. 이걸 어떻게 보상해야될지..,보상요? 저기요. 이 구두 얼마나 비싼건지 알아요? 루이삐 라고는 들어는 보셨어요? 한정판이어서 이거 다시 구할 수도 없는거거든요?
보상요? 저기요. 이 구두 얼마나 비싼건지 알아요? 루이삐 라고는 들어는 보셨어요? 한정판이어서 이거 다시 구할 수도 없는거거든요?,이거 한정 아닌데? 어제 백화점 매장에서도 봤는데? 그리고 밑창이 빨간색인데 채도가 좀 낮네. 라벨도 다르고 아. 이게 그 짝퉁이라는거라구나. 이런거 어디서 사요? 애들한테도 보여줘야지. 대박사건.
이거 한정 아닌데? 어제 백화점 매장에서도 봤는데? 그리고 밑창이 빨간색인데 채도가 좀 낮네. 라벨도 다르고 아. 이게 그 짝퉁이라는거라구나. 이런거 어디서 사요? 애들한테도 보여줘야지. 대박사건.,어머? 뭐하는거에요. 아 진짜.
어머? 뭐하는거에요. 아 진짜.,우리 바라씨가 쉬 싼건 맞으니까. 받으세요.
우리 바라씨가 쉬 싼건 맞으니까. 받으세요.,아 정말 어이가 없어.
아 정말 어이가 없어.,저기 잠깐만 영상도 못찍었는데. 잠깐만요.
야 뭐하냐?,구두굽이 껴서
구두굽이 껴서,야 비켜봐
야 비켜봐,아 안된다니까
아 안된다니까,돼 돼 다 돼!
하여간 무식하게 힘만 세갔고는,도와주지 말걸 그랬냐
도와주지 말걸 그랬냐,그건 아니고
그건 아니고,이승준씨는 괜찮냐?
이승준씨는 괜찮냐?,"골절이 아니라서 내일 퇴원할 수 있대, 참 어제는 미안하다. 가게는 난장판 만들고. 우리엄마까지와서 별꼴 다보이고"
"골절이 아니라서 내일 퇴원할 수 있대, 참 어제는 미안하다. 가게는 난장판 만들고. 우리엄마까지와서 별꼴 다보이고",그러게 뭐하러 비밀로해서 일만 더 키워
그러게 뭐하러 비밀로해서 일만 더 키워,나 간다
아 저기요!,네 왜요?
네 왜요?,혹시 아까 그 간장게장 레시피 좀 알 수 있을까요? 저도 한번 해볼까하는데
혹시 아까 그 간장게장 레시피 좀 알 수 있을까요? 저도 한번 해볼까하는데,"네, 메모해둔거 있는데 전송해드릴게요. 번호 알려주세요"
"네, 메모해둔거 있는데 전송해드릴게요. 번호 알려주세요",제가 찍어드릴게요.
지금 우리 삼촌이랑 뭐한거에요?,삼촌이 연락하라고 전화번호를 가르쳐주시네?
삼촌이 연락하라고 전화번호를 가르쳐주시네?,"네? 말도 안돼. 진짜네? 누나, 안돼요. 우리 삼촌 꼬시지마요"
"네? 말도 안돼. 진짜네? 누나, 안돼요. 우리 삼촌 꼬시지마요","왜 눈 삔 남자들이나 나 좋아할거라며, 뭐가 걱정이야"
"왜 눈 삔 남자들이나 나 좋아할거라며, 뭐가 걱정이야","그건 그렇긴 한데, 그만하고, 그 번호도 당장 지워요"
"그건 그렇긴 한데, 그만하고, 그 번호도 당장 지워요",싫은데? 계속 꼬실건데?
싫은데? 계속 꼬실건데?,아우 저 누나 또라이
어제부터 오늘까지 미안했다. 신세진거는 꼭 갚을게.,"됐고, 앞으론 괴로운 일 있다고 술 마시지 마라."
"됐고, 앞으론 괴로운 일 있다고 술 마시지 마라.","그래. 취해서 트럭에 올라타질 않나, 뜬금없이 울질 않나, 진상중에 상 진상이었네, 나."
"그래. 취해서 트럭에 올라타질 않나, 뜬금없이 울질 않나, 진상중에 상 진상이었네, 나.","너, 진상 아냐. 힘들때 망가지는게 왜 진상이야 정상이지. 들어가 쉬어라."
지금까지 둘이 같이 있었던거야?,네
네,그게 끝이야? 더 할 말 없어?
그게 끝이야? 더 할 말 없어?,더 할 말 뭐요? 전 없는데요.
더 할 말 뭐요? 전 없는데요.,"그냥 하는 말 아니었구나. 진짜였네, 끝내자는 말."
"이따가 제가, 지금이야라고 하면 잽싸게 드시면 돼요. 1초만 늦어도 고기의 환상적인 맛이 나지 않거든요.",1초는 무슨. 고기 굽는게 거기서 거기지.
1초는 무슨. 고기 굽는게 거기서 거기지.,뭐요? 거기서 거기? 고기는 스스로 먹힐때를 적한다는 말이 있지. 그건 바로 고기가 땀을 흘릴때. 잘 익은 고기는 성난 복서처럼 달려들어 입에 넣는 순간 폭포처럼 쏟아지는 육즙에 짠. 코끝을 스치는 불맛에 훅. 그리고 감칠맛나는 어퍼컷에 미각은 케이오패를 당하고 마는거지.
뭐요? 거기서 거기? 고기는 스스로 먹힐때를 적한다는 말이 있지. 그건 바로 고기가 땀을 흘릴때. 잘 익은 고기는 성난 복서처럼 달려들어 입에 넣는 순간 폭포처럼 쏟아지는 육즙에 짠. 코끝을 스치는 불맛에 훅. 그리고 감칠맛나는 어퍼컷에 미각은 케이오패를 당하고 마는거지.,갑자기 무슨 소리 하는 거래요?
갑자기 무슨 소리 하는 거래요?,일단 한번 먹어보라는 얘기예요. 어때요? 맛있죠? 진이야 지금이야. 먹자.
"야, 가서 걸레 좀 갖고 와.","그 부엌에 술빵 남은 거 있더라. 그것도 좀... 야, 우유도!"
"그 부엌에 술빵 남은 거 있더라. 그것도 좀... 야, 우유도!","니가 갖다 먹어, 새끼야. 택이 간만에 집에 왔는데, 이씨."
"아, 못 들었어! 못 들었어! 진짜.","아, 왜 나한테 지랄이야!"
"아, 왜 나한테 지랄이야!","아, 몰라! 너 때문이야."
나 너 인간적으로 좋아해. 앞으로도 전처럼 그렇게 지내면 안돼? 나 너랑 이런 관계 깨고 싶지 않아. 무슨 말인지 알지?,전 싫은데요. 전 누나랑 이런 관계 싫어요. 저한테 아무 의미 없어요.
다 했으 크리스 마스 근데 뭔가 허전하지? 어 삼촌 이거 맞아? ,맞네 크 리 스 마 스 
맞네 크 리 스 마 스 ,누나! 우리 크리스마스 장식 했어요 이것도 다 제가 붙였는데 잘했죠?
누나! 우리 크리스마스 장식 했어요 이것도 다 제가 붙였는데 잘했죠?,아닌데? 티가 빠졌는데?
아닌데? 티가 빠졌는데?,네? 티가 빠졌어요?
네? 티가 빠졌어요?,아니 그 티 말고 에스랑 엠 사이에 티가 빠졌다고 
넌 괜찮냐? 엄마 생각안나?,난 너보다 오래됬잖아 그래서 너보다는 쉬운가보지
난 너보다 오래됬잖아 그래서 너보다는 쉬운가보지,난 너보다 어린가보다 
난 너보다 어린가보다 ,몰랐냐?
몰랐냐?,아이 자존심상해 야 내가 너보다 생일 빠른거알지? 앞으로 형이라고 불러
아이 자존심상해 야 내가 너보다 생일 빠른거알지? 앞으로 형이라고 불러,미친놈 내가 너보다 정신연령 높아
미친놈 내가 너보다 정신연령 높아,왠열 웃기시네
왠열 웃기시네,왠열
왠열,와 너 요새 진짜 못된 말 많이 배웠다
선우야 밖에 비 온다. 아이엠 레이닝.,잇츠 레이닝.
야. 택아. 그거 우리 형이 일주일째 갖고있던거야. 너 해보고 나한테 알려줘. 형한테 그대로 알려주게,응.
너 아직도 안갔냐?,"어, 늦잠 잤어. 가자. 야 , 안춥냐? 한 겨울에 뭐 하는 짓이냐?"
"어, 늦잠 잤어. 가자. 야 , 안춥냐? 한 겨울에 뭐 하는 짓이냐?",오늘 방학식 끝나고 애들이랑 압구정 가기로 약속했어. 이정도는 입어 줘야지.
오늘 방학식 끝나고 애들이랑 압구정 가기로 약속했어. 이정도는 입어 줘야지.,무릎에 바람들면 어쩔라 그래. 야 그리고 오늘 같은 날 강남가면 밟혀 죽어. 웬만하면 집에 계시지요?
무릎에 바람들면 어쩔라 그래. 야 그리고 오늘 같은 날 강남가면 밟혀 죽어. 웬만하면 집에 계시지요?,"남이사 강남을 가든 강북을 가든, 신경 끄시지요?"
"남이사 강남을 가든 강북을 가든, 신경 끄시지요?","아니 뭐, 그냥, 어? 밤에 애들이랑 해가지고 택이 방에서 비디오나 보든가. "
"아니 뭐, 그냥, 어? 밤에 애들이랑 해가지고 택이 방에서 비디오나 보든가. ",안돼. 만옥이랑 조현이랑 약속했어.
안돼. 만옥이랑 조현이랑 약속했어.,"어, 안녕? 아직 안갔네?"
"어, 안녕? 아직 안갔네?",재수없어.
"아이 근데, 이 실장 정말 복스럽게 잘 먹는것 같지 않아요?","네. 아이 무슨, 다 늙은 여자가 저렇게 먹는건 복스러운게 아니라 거북스러운거죠."
"네. 아이 무슨, 다 늙은 여자가 저렇게 먹는건 복스러운게 아니라 거북스러운거죠.",그러니까요. 이실장 진짜 왜저런데? 아우~
괜찮냐?,조금... 택아 넌 대체 없는 약이 뭐냐? 뭐뭐 있어?
조금... 택아 넌 대체 없는 약이 뭐냐? 뭐뭐 있어?,"두통약, 수면제, 수면유도제, 감기약, 몸살약, 소화제 등등... 많아. 괜찮아 요샌 많이 줄였어."
아빠 오셨다,아버지 오셨어요
아버지 오셨어요,아버지 오셨어요
맞아 맞아 맞아 해야지,밥그릇 치운다
밥그릇 치운다,당신 있을 때 잘해 나는 뽕이야
밥먹자,잘먹겠습니다
잘먹겠습니다,잘먹겠습니다
방에서 자 난 여기서 자면 돼,됐어 내가 쇼파에서 잘게 너 방에서 자 제대로 잠도 못잤으면서 
됐어 내가 쇼파에서 잘게 너 방에서 자 제대로 잠도 못잤으면서 ,너 쇼파에서 자는데 내가 어떻게 잠이 오냐 난 약먹으면 여기나 방이나 어짜피 똑같애
너 쇼파에서 자는데 내가 어떻게 잠이 오냐 난 약먹으면 여기나 방이나 어짜피 똑같애,너 요새 이렇게나 많이 먹어?
너 요새 이렇게나 많이 먹어?,이제 내성 생겨서
이제 내성 생겨서,야 너 그거 많이 먹으면 몽유병처럼 밤에 막 돌아다니는 사람도 있대 너 그렇게되면 어떡할라 그러냐 
야 너 그거 많이 먹으면 몽유병처럼 밤에 막 돌아다니는 사람도 있대 너 그렇게되면 어떡할라 그러냐 ,야 아직 거기까진 아냐 또 모르지 오늘 너 방문 꼭 잠그고 자라 나 약먹고 무슨짓 할지 모른다
야 아직 거기까진 아냐 또 모르지 오늘 너 방문 꼭 잠그고 자라 나 약먹고 무슨짓 할지 모른다,왜 또 키스하려고?
예 최간호사님 무슨일 있어요?   ,그게 어머니가 많이 찾으셔서요 평소보다 컨디션도 많이 안좋으시고 지금 와주실 수 있나요? 
그게 어머니가 많이 찾으셔서요 평소보다 컨디션도 많이 안좋으시고 지금 와주실 수 있나요? ,근데 제가 지금 일하는중이라서요 끝나자마자 바로 가겠습니다 
"조총무, 조총무는 강사장네 개업식에 안 가는겨?",전 가게 때문에요.
전 가게 때문에요.,"아 그려, 으이 알았어."
엄마가 이거 드시래요.,많이도 하셨다. 많이도 하셨어. 아빠 월급타셨니?
많이도 하셨다. 많이도 하셨어. 아빠 월급타셨니?,아니여. 너 뭐하냐?
아니여. 너 뭐하냐?,뭐하긴 밥먹지.
뭐하긴 밥먹지.,수연아 니 고마 덕선이하면 안되겠나?
수연아 니 고마 덕선이하면 안되겠나?,수연이!
수연이!,아저씨는 덕선이라 부르는게 더 좋은데. 우리 덕선이는 덕선이가 더 잘어울린다.
아저씨는 덕선이라 부르는게 더 좋은데. 우리 덕선이는 덕선이가 더 잘어울린다.,수연이. 수연이! 수연이!
수연이. 수연이! 수연이!,아저씨가 그렇게 부르시니까 제가 잘 될 턱이있나?
아저씨가 그렇게 부르시니까 제가 잘 될 턱이있나?,아 우리 수연이 이거 잘 돼야 될텐데! 
아 우리 수연이 이거 잘 돼야 될텐데! ,수연아! 너 저녁먹고갈래? 아줌마가 미더덕좀했어.
수연아! 너 저녁먹고갈래? 아줌마가 미더덕좀했어.,좋습니다!
좋습니다!,아 우리 수연이. 아저씨는 우리 수연이의 영원한 종입니다요. 딸랑딸랑딸랑딸랑
아 우리 수연이. 아저씨는 우리 수연이의 영원한 종입니다요. 딸랑딸랑딸랑딸랑,고마워!
좋은 아침,어 전무님 잘 다녀오셨어요?
어 전무님 잘 다녀오셨어요?,다들 잘 지냈어?
다들 잘 지냈어?,네
네,나 중국에 있는 동안 별일 없었죠
나 중국에 있는 동안 별일 없었죠,에 그려
에 그려,저기 차드실분
저기 차드실분,잘 지냈어요? 이영애씨? 
잘 지냈어요? 이영애씨? ,아이 그 이영애씨가 뭐여 맨날 영자씨 영자씨 해쌌트만
아이 그 이영애씨가 뭐여 맨날 영자씨 영자씨 해쌌트만,아 우리가 뭐 그렇게 사적으로 볼 사이인가요 안 그래요 이영애씨?
아 우리가 뭐 그렇게 사적으로 볼 사이인가요 안 그래요 이영애씨?,예 그렇죠 이전무님
예 그렇죠 이전무님,아참 중국가서 선물 사왔는데 소름끼치게 맛있는 월병이에요 하나씩 나눠 드세요
아참 중국가서 선물 사왔는데 소름끼치게 맛있는 월병이에요 하나씩 나눠 드세요,월병? 나 월병 겁나 좋아허는디
월병? 나 월병 겁나 좋아허는디,혁규씨!
혁규씨!,아 제것도요?
아 제것도요?,그럼요 이영애씨는 선물주면 부담스러워 할까봐 일부러 안 사왔는데 괜찮죠? 
